;floor;price;operation;size;exterior;rooms;bathrooms;latitude;longitude;newDevelopment;hasLift;topNewDevelopment;isParkingSpaceIncludedInPrice;numero_bancos_cercanos;numero_starbucks_cercanos;numero_atractivos_cercanos;numero_buenasmigas_cercanos;numero_clubesnocturnos_cercanos;numero_mcdonalds_cercanos;numero_metro_cercanos;numero_parking_cercanos;numero_parkingbici_cercanos;numero_parques_cercanos;numero_playas_cercanos;numero_santagloria_cercanos;numero_vivari_cercanos;num_airbnbs_500;media_precios_airbnbs_500;log_price;price_m2;log_price_m2;propertyType_chalet;propertyType_duplex;propertyType_flat;propertyType_penthouse;status_good;status_newdevelopment;num_airbnbs_500_mas_de_cero;media_precios_airbnbs_500_mas_de_cero;numero_bancos_cercanos_mas_de_cero;numero_starbucks_cercanos_mas_de_cero;numero_atractivos_cercanos_mas_de_cero;numero_buenasmigas_cercanos_mas_de_cero;numero_clubesnocturnos_cercanos_mas_de_cero;numero_mcdonalds_cercanos_mas_de_cero;numero_metro_cercanos_mas_de_cero;numero_parking_cercanos_mas_de_cero;numero_parkingbici_cercanos_mas_de_cero;numero_parques_cercanos_mas_de_cero;numero_playas_cercanos_mas_de_cero;numero_santagloria_cercanos_mas_de_cero;numero_vivari_cercanos_mas_de_cero;district;neighborhood
13351;3;2800;rent;93;1;4;1;413.794.688;21.342.846;0;1;0;0;11;0;0;0;1;1;3;6;35;13;0;0;1;177;973.910.153.846.154;79.373.746.961.633;301.075.268.817.204;340.477.520.301.004;0;0;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;0;0;1;Sants-Montju��;Sants
13352;3;2600;rent;125;1;4;2;413.853.595;21.452.991;0;1;0;0;6;0;0;0;2;0;1;8;45;7;0;0;0;318;104.008.782.608.696;786.326.672.400.957;20.8;303.495.298.670.727;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;Eixample;La Nova Esquerra de l'Eixample
13353;21;2900;rent;120;1;2;2;414.063.896;22.169.859;0;1;0;1;4;1;1;0;0;1;2;6;18;9;1;0;0;58;253.911.888;797.246.601.597.457;241.666.666.666.667;318.497.427.319.252;0;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;0;0;Sant Mart�;Diagonal Mar i el Front Mar������tim del Pob
13354;7;2800;rent;77;1;2;2;413.994.063;21.660.969;0;1;0;0;20;0;3;0;1;0;2;16;72;2;0;1;3;703;143.750.048.464.164;79.373.746.961.633;363.636.363.636.364;359.356.927.430.961;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;0;1;1;Eixample;0
13355;2;2500;rent;58;1;2;1;413.938.834;22.013.536;0;1;0;0;0;0;0;0;0;1;0;7;64;7;0;0;0;91;158.748.293.333.333;782.404.601.085.629;431.034.482.758.621;376.360.300.030.987;0;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;1;1;0;0;0;Sant Mart�;El Poblenou
13356;0.5;2500;rent;85;1;3;2;414.074.296;21.466.492;0;0;0;0;4;0;0;0;0;0;1;6;21;7;0;0;0;243;953.492.306.122.449;782.404.601.085.629;294.117.647.058.824;338.139.475.436.598;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Sarri������-Sant Ge;El Putxet i el Farr�
13357;1;2490;rent;76;1;2;2;413.871.989;21.508.961;0;1;0;0;8;0;0;1;3;1;1;16;83;8;0;0;3;422;122.677.452.121.212;782.003.798.945.875;327.631.578.947.368;348.930.464.917.242;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;Eixample;La Nova Esquerra de l'Eixample
13358;9;2600;rent;77;1;2;1;413.907.392;21.416.907;0;1;0;0;20;1;0;0;3;1;4;9;58;11;0;0;1;164;112.485.483.969.466;786.326.672.400.957;337.662.337.662.338;351.946.130.215.589;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0;0;1;Les Corts;0
13359;1;2935;rent;120;1;5;2;413.836.105;21.836.861;0;1;0;0;6;0;21;0;2;1;3;7;82;2;0;0;0;945;112.877.847.178.003;79.844.627.322.622;244.583.333.333.333;319.697.098.948.015;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;0
13360;1;2700;rent;120;1;2;2;413.948.726;21.234.938;0;1;0;1;4;0;0;0;0;0;1;5;19;13;0;1;0;50;109.353.784.615.385;790.100.705.199.242;22.5;311.351.530.921.037;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;Sarri������-Sant Ge;Sarri�
13361;3;3000;rent;70;1;2;2;413.843.838;21.764.983;0;1;0;0;18;3;32;1;3;1;3;3;78;3;0;0;1;1601;114.184.008.064.516;800.636.756.765.025;428.571.428.571.429;375.787.232.560.089;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Ciutat Vella;El G����
13362;1;3000;rent;165;1;4;1;413.940.731;21.612.316;0;1;0;0;23;4;12;2;3;2;25;16;73;2;0;0;0;796;186.226.756.213.018;800.636.756.765.025;181.818.181.818.182;290.042.209.374.967;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Eixample;La Dreta de l'Eixample
13363;1;2927;rent;109;1;4;2;414.150.298;21.950.895;0;1;0;0;2;0;0;0;0;0;3;9;20;11;0;0;0;80;597.489.960.784.314;798.173.328.669.189;268.532.110.091.743;329.038.540.446.274;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Sant Mart�;Sant Mart������ de Prove
13364;1;2500;rent;60;1;1;1;413.968.554;21.212.434;0;1;0;1;1;0;0;0;0;0;2;4;23;14;0;1;0;41;105.320.038.709.677;782.404.601.085.629;416.666.666.666.667;372.970.144.863.419;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;Sarri������-Sant Ge;Sarri�
13365;0;2500;rent;84;1;4;1;413.768.836;21.226.275;0;0;0;0;14;0;3;0;0;1;1;6;20;10;0;0;1;188;82.394.231.292.517;782.404.601.085.629;297.619.047.619.048;339.322.921.201.298;0;0;1;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;0;1;Les Corts;La Maternitat i Sant Ramon
13366;0;2850;rent;50;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;79.550.742.732.627;57;404.305.126.783.455;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13367;6;2950;rent;52;1;0;1;413.953.477;21.612.905;0;1;0;0;21;3;9;2;3;1;7;22;76;2;0;0;1;775;175.473.547.851.852;798.956.044.933.387;567.307.692.307.692;403.831.673.075.244;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Eixample;La Dreta de l'Eixample
13368;0;2950;rent;95;1;2;2;413.840.996;21.657.823;0;1;0;0;9;4;9;2;4;1;14;7;100;7;0;0;1;1160;13.220.199.665.272;798.956.044.933.387;310.526.315.789.474;343.568.355.773.332;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Ciutat Vella;El Raval
13369;0;3000;rent;42;1;1;1;413.857.845;21.785.531;0;1;0;0;13;2;30;1;0;0;1;6;103;3;0;0;1;1414;11.054.079.014.218;800.636.756.765.025;714.285.714.285.714;426.869.794.936.688;0;0;0;1;1;0;1;1;1;1;1;1;0;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13370;0;3000;rent;110;1;4;1;413.882.912;21.824.332;0;0;0;0;3;0;18;0;0;0;1;8;106;2;0;0;1;786;992.210.070.500.928;800.636.756.765.025;272.727.272.727.273;330.588.720.185.783;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13371;0;2950;rent;96;1;3;2;41.413.077;21.945.602;0;1;0;0;3;0;0;0;0;0;3;8;19;15;0;0;0;92;666.904.196.721.311;798.956.044.933.387;307.291.666.666.667;342.521.225.786.603;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Sant Mart�;0
13372;1;2500;rent;80;1;1;1;413.988.529;21.547.826;0;0;0;0;20;0;2;1;4;2;2;70;74;2;0;0;0;636;141.869.958.122.744;782.404.601.085.629;31.25;344.201.937.618.241;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;Sarri������-Sant Ge;Sant Gervasi - Galvany
13373;1;2490;rent;90;1;2;1;413.966.074;21.433.033;0;0;0;0;17;0;1;0;0;0;3;19;41;4;0;0;0;247;120.814.049.339.207;782.003.798.945.875;276.666.666.666.667;332.022.831.912.849;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;0;0;Sarri������-Sant Ge;Sant Gervasi - Galvany
13374;7;2850;rent;88;1;3;2;413.841.233;21.443.243;0;1;0;0;8;0;0;0;2;0;2;6;50;7;0;0;0;303;105.661.282.304.527;79.550.742.732.627;323.863.636.363.636;347.773.745.878.449;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;0;Eixample;La Nova Esquerra de l'Eixample
13375;0;2500;rent;94;1;3;2;414.027.574;22.041.983;0;1;0;1;8;0;0;0;0;0;1;3;82;14;0;0;0;293;125.975.737.651.822;782.404.601.085.629;265.957.446.808.511;328.075.122.858.629;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Sant Mart�;El Poblenou
13376;3;2633;rent;107;1;3;2;413.785.492;21.782.247;0;1;0;0;4;1;10;0;6;1;1;7;46;2;0;0;0;1032;1.258.472.064;787.587.915.949.631;24.607.476.635.514;32.030.503.250.344;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;El G����
13377;8;2900;rent;157;1;3;3;413.853.998;2.132.102;0;1;0;0;18;1;1;0;0;1;3;12;60;10;0;0;2;144;117.596.790.163.934;797.246.601.597.457;184.713.375.796.178;291.622.021.062.626;0;0;1;0;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;1;Les Corts;Les Corts
13378;3;2500;rent;80;1;3;2;414.112.408;21.697.133;0;1;0;0;5;0;0;0;0;0;1;11;48;6;0;0;3;276;109.400.586.792.453;782.404.601.085.629;31.25;344.201.937.618.241;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;Horta-Guinard�;0
13379;3;2800;rent;128;1;2;2;413.901.927;21.733.664;0;1;0;0;16;1;7;1;1;1;18;13;88;3;0;0;2;1059;159.920.255.043.587;79.373.746.961.633;21.875;308.534.443.224.368;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Eixample;La Dreta de l'Eixample
13380;1;2995;rent;65;1;2;1;413.711.801;21.444.432;0;1;0;0;5;0;4;0;3;0;1;6;37;6;0;0;3;314;964.780.274.678.111;800.469.951.054.955;460.769.230.769.231;383.031.224.065.391;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;Sants-Montju��;La Font de la Guatlla
13381;0;2600;rent;100;1;3;2;413.771.408;21.790.716;0;1;0;1;1;1;7;0;6;1;1;9;33;2;0;0;0;635;126.876.358.465.011;786.326.672.400.957;26;325.809.653.802.148;0;0;1;0;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;El G����
13382;4;2500;rent;65;1;1;1;413.829.495;21.632.808;0;1;0;0;8;1;7;1;3;0;4;10;88;7;0;0;1;1155;127.279.040.174.673;782.404.601.085.629;384.615.384.615.385;364.965.874.096.066;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;0
13383;0;2600;rent;35;1;1;1;413.985.956;21.581.092;0;0;0;0;19;2;4;1;1;2;2;49;86;2;0;0;1;780;145.473.711.210.762;786.326.672.400.957;742.857.142.857.143;430.791.866.252.016;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Gr����;Vila de Gr����
13384;0;2850;rent;50;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;79.550.742.732.627;57;404.305.126.783.455;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13385;0;2750;rent;75;1;2;1;41.374.598;21.442.826;0;0;0;0;12;0;1;1;2;0;4;5;42;6;0;1;1;376;103.517.350.704.225;791.935.619.066.062;366.666.666.666.667;360.186.807.712.431;0;0;1;0;1;0;1;1;1;0;1;1;1;0;1;1;1;1;0;1;1;Sants-Montju��;Hostafrancs
13386;5;2500;rent;95;1;2;1;413.962.003;21.630.743;0;1;0;0;21;3;7;2;1;0;4;13;81;4;0;1;2;741;176.965.881.904.762;782.404.601.085.629;263.157.894.736.842;327.016.911.925.575;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;Eixample;La Dreta de l'Eixample
13387;0;2850;rent;50;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;79.550.742.732.627;57;404.305.126.783.455;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13388;1;2700;rent;90;1;2;2;413.831.678;21.876.023;0;1;0;0;7;0;21;0;2;1;2;6;59;4;0;0;0;505;837.910.152.974.504;790.100.705.199.242;30;340.119.738.166.216;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13389;0;2650;rent;60;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;788.231.491.898.027;441.666.666.666.667;378.797.035.675.817;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13390;0;2850;rent;50;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;79.550.742.732.627;57;404.305.126.783.455;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13391;1;2600;rent;75;1;2;2;413.998.197;22.071.445;0;1;0;1;5;0;0;0;0;0;0;5;52;14;0;0;0;252;142.451.644.239.631;786.326.672.400.957;346.666.666.666.667;354.577.861.047.326;0;0;1;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;Sant Mart�;0
13392;0;2850;rent;50;1;1;1;413.876.232;21.778.578;0;0;0;0;13;1;26;2;1;0;3;10;103;4;0;0;2;1217;117.600.001.345.292;79.550.742.732.627;57;404.305.126.783.455;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13393;0;2700;rent;70;1;2;2;413.827.736;21.617.117;0;0;0;0;8;1;4;1;3;0;4;10;88;7;0;0;1;1053;125.207.518.854.415;790.100.705.199.242;385.714.285.714.286;365.251.180.994.306;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13394;0;3000;rent;62;1;2;1;413.835.553;21.808.771;0;1;0;0;11;2;25;1;1;1;3;8;89;4;0;0;1;1308;109.773.208.138.352;800.636.756.765.025;483.870.967.741.936;387.923.318.260.516;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13395;0;2650;rent;100;1;3;2;413.995.117;21.570.208;0;1;0;0;18;2;3;1;1;2;3;50;83;1;0;0;1;777;139.975.405.112.782;788.231.491.898.027;26.5;327.714.473.299.218;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Gr����;Vila de Gr����
13396;5;2475;rent;113;1;2;3;414.063.244;2.197.298;0;1;0;1;7;0;3;1;0;1;4;5;75;20;0;0;0;90;124.773.566.197.183;781.399.567.500.279;219.026.548.672.566;308.660.785.629.045;0;0;0;1;1;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;Sant Mart�;El Poblenou
13397;4;2850;rent;120;1;2;2;413.799.849;21.773.685;0;1;0;0;12;1;25;1;6;1;3;7;64;1;0;0;0;1326;125.335.899.596.774;79.550.742.732.627;23.75;316.758.253.048.065;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Ciutat Vella;El G����
13398;2;2500;rent;118;1;3;2;413.876.647;21.819.407;0;0;0;0;3;1;15;0;0;0;2;8;103;2;0;0;1;933;104.128.763.253.012;782.404.601.085.629;211.864.406.779.661;305.336.138.639.063;0;0;1;0;1;0;1;1;1;1;1;0;0;0;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13399;0;2500;rent;110;1;3;2;41.381.603;21.287.929;0;1;0;0;13;0;0;0;1;0;1;9;37;10;0;0;1;146;107.277.240.740.741;782.404.601.085.629;227.272.727.272.727;312.356.564.506.388;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;Les Corts;Les Corts
13400;2;2700;rent;72;1;2;2;413.816.214;21.844.648;0;1;0;0;9;0;11;0;2;1;2;9;57;3;0;0;0;821;113.034.107.251.265;790.100.705.199.242;37.5;362.434.093.297.637;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13401;5;2450;rent;120;1;3;2;414.241.443;21.495.615;0;1;0;0;1;0;0;0;0;0;2;4;2;4;0;0;0;53;602.896.761.904.762;780.384.330.353.877;204.166.666.666.667;301.635.156.075.673;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Horta-Guinard�;La Teixonera
13402;0;2500;rent;110;1;2;2;413.906.583;21.401.094;0;1;0;0;17;1;0;1;2;1;4;7;57;14;0;0;1;128;110.428.134.653.465;782.404.601.085.629;227.272.727.272.727;312.356.564.506.388;0;0;1;0;1;0;1;1;1;1;0;1;1;1;1;1;1;1;0;0;1;Les Corts;Les Corts
13403;0;2500;rent;80;1;3;1;414.112.408;21.697.133;0;0;0;0;5;0;0;0;0;0;1;11;48;6;0;0;3;276;109.400.586.792.453;782.404.601.085.629;31.25;344.201.937.618.241;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;1;Horta-Guinard�;0
13404;6;2800;rent;96;1;2;2;413.899.992;21.711.532;0;1;0;0;20;2;7;1;2;2;32;15;90;4;0;0;2;1013;178.857.156.390.977;79.373.746.961.633;291.666.666.666.667;337.302.650.469.546;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Eixample;La Dreta de l'Eixample
13405;0;2500;rent;45;1;2;1;413.741.158;21.318.793;0;0;0;0;11;0;0;0;0;0;3;6;35;6;0;0;0;279;806.202.865.979.381;782.404.601.085.629;555.555.555.555.556;401.738.352.108.597;0;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;Sants-Montju��;Sants
13406;0;2500;rent;103;1;2;2;413.825.276;21.793.052;0;1;0;0;14;2;24;1;4;1;1;5;76;5;0;0;1;1467;117.785.082.331.512;782.404.601.085.629;242.718.446.601.942;318.931.702.262.666;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Ciutat Vella;Sant Pere - Santa Caterina i la Ribera
13407;7;2495;rent;115;1;3;2;41.385.795;21.543.572;0;1;0;0;6;0;0;1;3;1;1;16;100;7;0;0;3;644;133.776.254.826.255;782.204.400.818.562;21.695.652.173.913;307.711.187.982.237;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13408;2;2600;rent;110;1;3;2;413.883.141;21.581.297;0;1;0;0;4;0;3;0;3;0;0;17;67;5;0;0;3;838;14.859.378.406.015;786.326.672.400.957;236.363.636.363.636;316.278.635.821.716;0;0;1;0;1;0;1;1;1;0;1;0;1;0;0;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13409;0;2975;rent;130;1;3;2;413.822.215;21.537.538;0;1;0;0;11;0;0;0;5;0;2;5;79;5;0;0;1;792;12.371.994.214.619;799.799.931.797.973;228.846.153.846.154;313.046.486.752.415;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;Eixample;La Nova Esquerra de l'Eixample
13410;0;3000;rent;130;1;3;2;413.950.348;2.173.031;0;1;0;1;11;0;3;0;0;0;2;11;107;6;0;1;0;948;157.867.331.096.774;800.636.756.765.025;230.769.230.769.231;313.883.311.719.466;0;0;0;1;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;Eixample;La Dreta de l'Eixample
13411;3;2700;rent;170;1;5;2;413.988.651;21.677.576;0;1;0;0;20;0;3;0;0;0;2;11;72;4;0;2;3;676;153.636.821.678.322;790.100.705.199.242;158.823.529.411.765;276.520.861.494.216;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;1;Eixample;La Dreta de l'Eixample
13412;1;2490;rent;90;1;2;1;413.981.086;21.409.789;0;1;0;0;11;0;1;0;0;0;2;7;26;5;0;1;0;204;110.279.653.932.584;782.003.798.945.875;276.666.666.666.667;332.022.831.912.849;0;0;1;0;1;0;1;1;1;0;1;0;0;0;1;1;1;1;0;1;0;Sarri������-Sant Ge;Sant Gervasi - Galvany
13413;0;3000;rent;143;1;3;2;413.818.184;21.773.629;0;1;0;0;17;2;34;1;6;1;2;6;74;4;0;0;0;1573;123.162.420.100.503;800.636.756.765.025;20.979.020.979.021;304.352.293.739.034;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Ciutat Vella;El G����
13414;1;2690;rent;126;1;4;2;414.182.921;2.134.378;0;1;0;1;0;0;0;0;0;0;7;9;5;5;0;0;0;5;765.382.666.666.667;789.729.647.259.588;213.492.063.492.063;306.101.456.564.441;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;Sarri������-Sant Ge;Sant Gervasi - La Bonanova
13415;5;2890;rent;104;1;3;2;414.006.526;21.593.094;0;1;0;0;11;0;3;1;1;1;0;17;78;0;0;0;2;844;131.863.705.849.582;796.901.178.110.648;277.884.615.384.615;332.462.088.196.511;0;1;0;0;1;0;1;1;1;0;1;1;1;1;0;1;1;0;0;0;1;Gr����;Vila de Gr����
13416;2;3000;rent;105;1;2;2;413.967.393;21.544.452;0;1;0;0;28;2;3;2;8;1;3;85;80;2;0;0;0;630;154.877.303.272.727;800.636.756.765.025;285.714.285.714.286;335.240.721.749.272;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Eixample;L'Antiga Esquerra de l'Eixample
13417;0;2500;rent;91;1;1;1;413.960.061;21.636.886;0;1;0;0;23;3;9;2;1;1;10;12;82;4;0;1;2;729;180.127.695.765.472;782.404.601.085.629;274.725.274.725.275;331.318.650.433.944;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;Eixample;La Dreta de l'Eixample
13418;5;2700;rent;80;1;2;2;413.896.282;21.598.935;0;1;0;0;7;1;9;1;4;0;6;15;62;5;0;0;1;935;16.825.477.007.874;790.100.705.199.242;33.75;351.898.041.731.854;0;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13419;0;2850;rent;66;1;1;1;413.953.686;21.203.978;0;1;0;1;1;0;0;0;0;0;1;2;18;13;0;1;0;37;106.443.514.285.714;79.550.742.732.627;431.818.181.818.182;376.541.953.123.627;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;Sarri������-Sant Ge;Sarri�
13420;1;2700;rent;115;1;3;2;414.053.995;21.564.421;0;0;0;0;7;0;1;0;2;0;1;9;45;3;0;0;1;451;105.338.246.808.511;790.100.705.199.242;234.782.608.695.652;315.607.492.362.917;0;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;0;0;1;Gr����;Vila de Gr����
13421;0;2700;rent;63;1;2;1;413.927.453;21.642.801;0;1;0;0;20;2;14;1;2;1;29;9;81;4;0;1;0;813;192.598.564.954.683;790.100.705.199.242;428.571.428.571.429;375.787.232.560.089;0;0;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;Eixample;La Dreta de l'Eixample
13422;0;3000;rent;87;1;4;2;413.810.495;21.719.424;0;1;0;0;14;2;26;1;6;1;1;7;93;7;0;0;0;1458;110.896.671.506.352;800.636.756.765.025;344.827.586.206.897;354.045.944.899.566;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;Ciutat Vella;El Raval
13423;0;3000;rent;110;1;3;2;413.936.574;21.503.639;0;1;0;0;24;0;2;1;7;1;0;56;73;2;0;0;2;450;138.294.215.549.598;800.636.756.765.025;272.727.272.727.273;330.588.720.185.783;0;0;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13424;2;2500;rent;70;1;2;2;413.825.827;21.867.871;0;1;0;0;8;0;15;0;2;1;2;8;54;5;0;0;0;597;953.119.244.755.245;782.404.601.085.629;357.142.857.142.857;357.555.076.880.693;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;0
13425;3;2850;rent;65;1;1;1;413.965.852;21.228.038;0;1;0;0;2;0;0;0;0;0;2;5;22;16;0;1;0;47;101.419.178.378.378;79.550.742.732.627;438.461.538.461.538;378.068.700.336.706;0;0;0;1;1;0;1;1;1;0;0;0;0;0;1;1;1;1;0;1;0;Sarri������-Sant Ge;0
13426;2;2500;rent;70;1;2;2;413.825.827;21.867.871;0;1;0;0;8;0;15;0;2;1;2;8;54;5;0;0;0;597;953.119.244.755.245;782.404.601.085.629;357.142.857.142.857;357.555.076.880.693;0;0;1;0;1;0;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;Ciutat Vella;0
13427;0;2600;rent;35;1;1;1;413.985.956;21.581.092;0;0;0;0;19;2;4;1;1;2;2;49;86;2;0;0;1;780;145.473.711.210.762;786.326.672.400.957;742.857.142.857.143;430.791.866.252.016;0;0;1;0;1;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;Gr����;Vila de Gr����
13428;1;3000;rent;95;1;3;2;413.877.251;21.564.232;0;1;0;0;6;0;0;1;3;1;1;18;86;4;0;0;3;794;143.215.885.623.003;800.636.756.765.025;315.789.473.684.211;345.249.067.604.971;0;0;1;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;0;1;Eixample;L'Antiga Esquerra de l'Eixample
13429;0;2600;rent;40;1;1;1;413.827.467;21.468.469;0;0;0;0;8;0;0;0;2;0;2;5;43;4;0;1;1;409;11.263.509.969.419;786.326.672.400.957;65;417.438.726.989.564;0;0;1;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;Eixample;La Nova Esquerra de l'Eixample
