Unnamed: 0,floor,price,operation,size,exterior,rooms,bathrooms,latitude,longitude,newDevelopment,hasLift,topNewDevelopment,isParkingSpaceIncludedInPrice,numero_bancos_cercanos,numero_starbucks_cercanos,numero_atractivos_cercanos,numero_buenasmigas_cercanos,numero_clubesnocturnos_cercanos,numero_mcdonalds_cercanos,numero_metro_cercanos,numero_parking_cercanos,numero_parkingbici_cercanos,numero_parques_cercanos,numero_playas_cercanos,numero_santagloria_cercanos,numero_vivari_cercanos,num_airbnbs_500,media_precios_airbnbs_500,log_price,price_m2,log_price_m2,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,status_good,status_newdevelopment,num_airbnbs_500_mas_de_cero,media_precios_airbnbs_500_mas_de_cero,numero_bancos_cercanos_mas_de_cero,numero_starbucks_cercanos_mas_de_cero,numero_atractivos_cercanos_mas_de_cero,numero_buenasmigas_cercanos_mas_de_cero,numero_clubesnocturnos_cercanos_mas_de_cero,numero_mcdonalds_cercanos_mas_de_cero,numero_metro_cercanos_mas_de_cero,numero_parking_cercanos_mas_de_cero,numero_parkingbici_cercanos_mas_de_cero,numero_parques_cercanos_mas_de_cero,numero_playas_cercanos_mas_de_cero,numero_santagloria_cercanos_mas_de_cero,numero_vivari_cercanos_mas_de_cero,district_Ciutat Vella,district_Eixample,district_Gracia,district_Horta-Guinardo,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Marti,district_Sants-Montjuic,district_Sarria-Sant Gervasi
11543,1.0,1250.0,rent,30.0,1,0,1,413819535,21880792,0,0,0,0,8,0,14,0,2,1,2,7,52,4,0,0,0,511,857408336842105.0,713089883029635,416666666666667.0,372970144863419.0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11544,4.0,1300.0,rent,32.0,0,1,1,413744301,2158802,0,1,0,0,4,0,3,1,2,0,1,9,76,3,0,0,1,712,118957294280763.0,717011954344963,40625.0,37043836406499.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11545,4.0,1395.0,rent,40.0,1,1,1,413864074,21808034,0,1,0,0,11,1,24,1,0,0,2,8,97,4,0,0,1,1150,105744623113208.0,724064969425547,34875.0,355177024014153.0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11546,1.0,1495.0,rent,75.0,1,2,1,413842142,21652399,0,1,0,0,9,3,9,2,5,1,13,9,104,8,0,0,1,1120,135865296174863.0,730988148582479,199333333333333.0,299239337228848.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11547,2.0,1295.0,rent,34.0,1,1,1,413815734,21913992,0,1,0,0,4,0,9,0,2,0,1,7,49,2,1,0,0,354,806281457044674.0,716626597413364,380882352941176.0,363990544951748.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
11548,0.0,1180.0,rent,46.0,1,1,1,413850128,2176384,0,0,0,0,19,3,33,1,2,0,3,3,82,3,0,0,1,1520,114664220642978.0,707326971745971,256521739130435.0,324462832097062.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11549,0.0,1500.0,rent,18.0,1,0,1,413866242,21817566,0,0,0,0,9,1,19,1,0,0,2,7,95,4,0,0,1,1043,106056377278732.0,73132203870903,833333333333333.0,442284862919414.0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11550,0.0,1500.0,rent,84.0,1,3,1,414120298,21502404,0,1,0,0,4,0,8,0,0,0,1,2,20,7,0,0,0,118,100414546666667.0,73132203870903,178571428571429.0,288240358824699.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11551,1.0,1250.0,rent,56.0,1,2,2,413789101,21662217,0,1,0,0,10,0,8,0,1,1,2,10,99,10,0,0,1,1048,986925363522013.0,713089883029635,223214285714286.0,31055471395612.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11552,7.0,1495.0,rent,40.0,1,1,1,413858175,21614904,0,1,0,0,4,1,5,1,6,0,3,12,80,8,0,0,1,1048,152197215207373.0,730988148582479,37375.0,362100203171085.0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11553,1.0,1000.0,rent,55.0,1,2,1,41378068,21404533,0,0,0,0,15,0,0,0,1,1,6,9,34,6,0,1,0,262,979587285024155.0,690775527898214,181818181818182.0,290042209374967.0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
11554,0.0,824.0,rent,30.0,1,0,1,414062741,21449321,0,1,0,0,4,0,0,0,0,0,3,6,20,5,0,0,0,249,101208898.0,671417052990947,274666666666667.0,331297314824732.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11555,4.0,868.0,rent,35.0,1,1,1,413789524,21880794,0,0,0,0,4,0,3,1,3,1,1,6,53,2,0,0,0,441,823674770083103.0,676619171466035,24.8,321084365317094.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11556,0.0,1500.0,rent,61.0,1,2,1,414148736,2170837,0,1,0,0,1,0,2,0,0,0,1,10,17,5,0,0,1,98,885657085714286.0,73132203870903,245901639344262.0,320234652291699.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11557,1.0,1500.0,rent,55.0,1,2,1,413757511,21584847,0,0,0,0,5,0,3,1,2,0,1,9,68,4,0,0,0,804,120957821406728.0,73132203870903,272727272727273.0,330588720185783.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11558,2.0,1490.0,rent,94.0,1,2,1,414109171,21730968,0,1,0,0,6,0,1,0,0,0,1,9,43,4,0,0,3,432,119833450292398.0,730653139893951,158510638297872.0,27632366166695.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11559,1.0,1300.0,rent,52.0,1,2,1,413764481,21661048,0,0,0,0,10,0,2,1,4,1,5,11,83,6,0,0,1,1143,105929518110236.0,717011954344963,25.0,32188758248682.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11560,0.0,1500.0,rent,61.0,1,2,1,414148736,2170837,0,1,0,0,1,0,2,0,0,0,1,10,17,5,0,0,1,98,885657085714286.0,73132203870903,245901639344262.0,320234652291699.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11561,3.0,1500.0,rent,53.0,1,0,1,413777598,21763348,0,1,0,0,6,0,9,0,6,1,2,8,51,1,0,0,0,1024,121312032128514.0,73132203870903,283018867924528.0,334292847353818.0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11562,2.0,1490.0,rent,94.0,1,2,1,414109171,21730968,0,1,0,0,6,0,1,0,0,0,1,9,43,4,0,0,3,432,119833450292398.0,730653139893951,158510638297872.0,27632366166695.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11563,1.0,1495.0,rent,62.0,1,1,2,413836131,2134931,0,1,0,0,18,0,0,0,1,0,2,7,62,13,0,0,2,198,109781578048781.0,730988148582479,241129032258065.0,31827471007797.0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
11564,0.0,1295.0,rent,52.0,0,2,1,413846121,21502886,0,1,0,0,9,0,0,1,3,0,2,8,77,7,0,0,2,492,120035833846154.0,716626597413364,249038461538462.0,321502225555221.0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11565,0.5,1425.0,rent,45.0,1,2,1,4137707,21608976,0,0,0,0,6,0,1,1,2,0,2,13,66,6,0,0,1,938,111815967936925.0,726192709270275,316666666666667.0,345526460293243.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11566,1.0,1500.0,rent,55.0,1,2,1,413757511,21584847,0,0,0,0,5,0,3,1,2,0,1,9,68,4,0,0,0,804,120957821406728.0,73132203870903,272727272727273.0,330588720185783.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11567,0.0,1200.0,rent,70.0,1,2,1,414243898,2188658,0,0,0,0,4,0,0,0,0,0,4,8,34,9,0,0,0,70,717885423728814.0,709007683577609,171428571428571.0,284158159372673.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11568,1.0,950.0,rent,60.0,1,1,1,413789097,21754489,0,0,0,0,11,1,21,0,6,1,2,8,70,1,0,0,0,1256,12048104312026.0,685646198459459,158333333333333.0,276211742237249.0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11569,0.0,1100.0,rent,40.0,0,2,1,413776706,2147437,0,1,0,0,10,0,2,1,1,0,4,6,63,3,0,1,2,476,126629704935065.0,700306545878646,27.5,331418600467253.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0
11570,0.0,824.0,rent,30.0,1,0,1,414062741,21449321,0,1,0,0,4,0,0,0,0,0,3,6,20,5,0,0,0,249,101208898.0,671417052990947,274666666666667.0,331297314824732.0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11571,0.5,1495.0,rent,69.0,1,1,1,414001424,21562026,0,1,0,0,15,0,2,1,2,2,2,47,75,0,0,0,1,737,139323751419558.0,730988148582479,216666666666667.0,307577498122753.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
11572,6.0,1500.0,rent,38.0,1,1,1,41380815,21893624,0,0,0,0,4,0,7,0,2,1,1,7,51,3,0,0,0,431,802414051873199.0,73132203870903,394736842105263.0,367563422736392.0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11573,5.0,1393.0,rent,71.0,1,2,2,413801575,21889068,0,1,0,0,4,0,4,0,2,1,1,5,49,4,0,0,0,445,811063208913649.0,723921497377981,196197183098592.0,297653509673849.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11574,0.5,1490.0,rent,62.0,1,1,1,413831745,21755433,0,1,0,0,18,3,33,1,6,1,2,4,77,3,0,0,1,1619,120942967159533.0,730653139893951,240322580645161.0,317939701389441.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11575,4.0,1390.0,rent,36.0,1,1,1,414017065,21614304,0,0,0,0,7,0,0,0,1,0,0,22,69,2,0,0,3,725,124543703161398.0,723705902612474,386111111111111.0,365354008766863.0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
11576,5.0,1050.0,rent,22.0,1,0,1,413800355,21642308,0,1,0,0,5,0,9,0,2,0,1,9,83,11,0,0,0,1152,106992134070796.0,695654544315157,477272727272727.0,386550298979325.0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11577,3.0,1390.0,rent,41.0,1,1,1,41393562,21953864,0,0,0,0,4,0,1,0,1,0,1,5,78,14,0,0,0,191,16420372327044.0,723705902612474,339024390243902.0,352348695942043.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11578,0.5,1150.0,rent,45.0,1,2,1,41381285,21657696,0,0,0,0,5,1,12,2,2,0,2,10,91,8,0,0,0,1212,110510335781742.0,70475172213573,255555555555556.0,324085473158698.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11579,4.0,1050.0,rent,34.0,1,1,1,413804332,21896176,0,0,0,0,4,0,5,0,2,1,1,6,49,2,0,0,0,418,807157644314869.0,695654544315157,308823529411765.0,343018491853541.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11580,3.0,1400.0,rent,72.0,0,3,1,413754288,21295192,0,1,0,0,11,0,0,0,0,0,3,7,28,7,0,0,1,331,786183012765957.0,724422751560335,194444444444444.0,296756139658729.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11581,2.0,1390.0,rent,59.0,1,2,1,413719261,21647298,0,1,0,0,8,0,2,1,3,1,2,4,42,5,0,0,1,689,114397458318426.0,723705902612474,235593220338983.0,315952158221902.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11582,1.0,1150.0,rent,31.0,1,1,1,414254052,21598569,0,0,0,0,7,0,1,0,0,0,2,5,7,5,0,0,2,38,55745625.0,70475172213573,370967741935484.0,361353001687215.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11583,4.0,1490.0,rent,53.0,1,1,1,413949815,21931804,0,1,0,0,5,0,1,0,3,0,1,2,93,11,0,0,0,177,142855168.0,730653139893951,281132075471698.0,333623948538738.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11584,1.0,1300.0,rent,62.0,1,1,1,413834393,2178894,0,1,0,0,15,2,28,1,3,0,1,5,84,4,0,0,1,1557,114351569125214.0,717011954344963,209677419354839.0,304298515840454.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11585,6.0,1350.0,rent,31.0,1,1,1,413893145,21471155,0,1,0,0,17,0,1,1,2,2,3,12,82,7,0,0,1,324,115071635059761.0,720785987143248,435483870967742.0,377387266694733.0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11586,0.0,1390.0,rent,36.0,1,1,1,414117276,21553986,0,1,0,0,3,0,8,0,0,0,0,7,16,1,0,0,0,115,955915736263736.0,723705902612474,386111111111111.0,365354008766863.0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
11587,7.0,1190.0,rent,41.0,1,1,1,413757124,21260448,0,1,0,0,13,0,0,0,0,1,1,7,21,5,0,0,1,261,831487857142857.0,708170858610557,290243902439024.0,336813651940127.0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11588,3.0,1350.0,rent,54.0,0,1,1,413886223,21774065,0,0,0,0,13,2,16,1,1,0,3,10,103,4,0,0,3,1126,124268710622711.0,720785987143248,25.0,32188758248682.0,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11589,4.0,1300.0,rent,33.0,1,1,1,413802536,21910153,0,1,0,0,4,0,4,0,2,0,0,5,48,2,0,0,0,398,810145784431138.0,717011954344963,393939393939394.0,367361198198315.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11590,0.0,1300.0,rent,55.0,1,1,1,414152026,21827438,0,1,0,0,12,0,1,0,0,0,2,2,42,7,0,0,1,173,102110861290323.0,717011954344963,236363636363636.0,316278635821716.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
11591,0.5,1450.0,rent,45.0,1,1,1,413716443,2165152,0,0,0,0,8,0,2,0,3,1,1,5,36,5,0,0,1,651,113641598470363.0,727931883541462,322222222222222.0,34726563456443.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11592,1.0,1050.0,rent,32.0,1,1,1,413807307,21901146,0,0,0,0,4,0,7,0,2,1,1,6,53,2,0,0,0,403,806562402402402.0,695654544315157,328125.0,349080954035184.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11593,4.0,1500.0,rent,98.0,1,2,1,414006084,21758322,0,1,0,0,8,1,4,1,1,1,3,16,82,8,0,0,3,839,145802674157303.0,73132203870903,153061224489796.0,272825290841973.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11594,1.0,1150.0,rent,35.0,1,1,1,413773788,21900873,0,0,0,0,4,0,1,1,2,0,0,6,46,0,0,0,0,358,8365740330033.0,70475172213573,328571428571429.0,349216915986788.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11595,2.0,1390.0,rent,42.0,1,1,1,414077821,21437655,0,1,0,0,2,0,0,0,0,0,3,7,17,11,0,0,0,201,11169708.0,723705902612474,330952380952381.0,349938940784137.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
11596,2.0,1050.0,rent,37.0,1,1,1,413797332,21901176,0,0,0,0,4,0,5,1,2,0,1,5,53,2,0,0,0,413,818891837681159.0,695654544315157,283783783783784.0,334562753050734.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11597,2.0,1400.0,rent,63.0,1,3,1,414365963,21865779,0,1,0,0,2,0,0,0,0,0,1,3,23,14,0,0,0,41,636818838709678.0,724422751560335,222222222222222.0,310109278921182.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
11598,1.0,1350.0,rent,64.0,1,2,1,413822791,21886153,0,1,0,0,7,0,16,0,2,1,2,8,51,4,0,0,0,451,857071168091168.0,720785987143248,2109375.0,30489767880728.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11599,3.0,1351.0,rent,95.0,1,4,2,414124588,21878565,0,1,0,1,9,0,0,0,0,0,4,4,45,5,0,0,0,163,861343860869565.0,72086003379602,142210526315789.0,265472344635966.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
11600,1.0,1490.0,rent,47.0,0,1,1,413744798,21571354,0,1,0,0,5,0,3,1,2,0,1,8,72,4,0,0,0,600,117155883503055.0,730653139893951,317021276595745.0,345638379722945.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11601,7.0,1395.0,rent,54.0,0,2,1,413723135,21376397,0,1,0,0,12,0,0,0,1,0,3,3,40,10,0,0,1,270,791990559139785.0,724064969425547,258333333333333.0,325166564769119.0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11602,2.0,1475.0,rent,51.0,1,2,1,414054329,21716744,0,1,0,0,18,1,3,1,1,1,2,12,88,8,0,0,2,804,152334146766917.0,729641326877392,28921568627451.0,336458763604959.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11603,0.5,1495.0,rent,50.0,1,1,1,414162527,21791473,0,1,0,0,8,0,2,0,0,0,2,3,25,6,0,0,1,141,102034627956989.0,730988148582479,29.9,339785848039664.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11604,2.0,1495.0,rent,60.0,1,2,1,41411991,21736042,0,1,0,0,5,0,1,0,0,0,2,9,32,4,0,0,3,357,109658382857143.0,730988148582479,249166666666667.0,321553692360269.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11605,1.0,1500.0,rent,70.0,1,2,2,413825275,21790697,0,0,0,0,17,2,27,1,4,1,1,5,76,5,0,0,1,1500,117893834458259.0,73132203870903,214285714285714.0,306472514504094.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11606,2.0,1475.0,rent,51.0,1,2,1,414054329,21716744,0,1,0,0,18,1,3,1,1,1,2,12,88,8,0,0,2,804,152334146766917.0,729641326877392,28921568627451.0,336458763604959.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11607,0.5,1495.0,rent,50.0,1,1,1,414162527,21791473,0,1,0,0,8,0,2,0,0,0,2,3,25,6,0,0,1,141,102034627956989.0,730988148582479,29.9,339785848039664.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
11608,0.0,1450.0,rent,48.0,1,1,1,413922095,21503508,0,1,0,0,21,0,2,2,8,2,1,39,87,5,0,0,2,428,138387336338028.0,727931883541462,302083333333333.0,340811782450673.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11609,0.0,1150.0,rent,70.0,1,1,1,413789463,21695009,0,1,0,0,12,0,15,0,4,2,4,7,95,8,0,0,0,1261,104033885475444.0,70475172213573,164285714285714.0,279902197930794.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11610,2.0,990.0,rent,92.0,1,3,1,414431508,21836793,0,0,0,0,0,0,0,0,0,0,1,3,16,8,0,0,0,36,542781333333333.0,689770494312864,107608695652174.0,23759163660796.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
11611,1.0,1250.0,rent,52.0,1,2,1,413789675,21669305,0,0,0,0,12,0,9,0,1,1,3,10,96,9,0,0,0,1061,992937749690211.0,713089883029635,240384615384615.0,317965511171492.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11612,2.0,1450.0,rent,50.0,1,2,1,413741454,21655345,0,1,0,0,9,0,1,1,4,1,4,5,61,7,0,0,1,929,109136133153639.0,727931883541462,29.0,336729582998647.0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11613,2.0,1495.0,rent,74.0,1,2,1,413713453,2169501,0,1,0,0,5,0,3,0,4,1,3,8,25,8,0,0,0,455,115718419834711.0,730988148582479,202027027027027.0,300581639262062.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
11614,0.0,1250.0,rent,49.0,1,1,1,413896036,21749678,0,1,0,0,13,1,7,1,1,1,2,12,89,2,0,0,3,1119,144803811652794.0,713089883029635,255102040816327.0,323907853218572.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
11615,3.0,1195.0,rent,32.0,1,1,1,413752345,21900718,0,0,0,0,1,0,0,1,1,0,0,6,36,0,0,0,0,210,875708546448087.0,708590146436561,3734375.0,362016556156588.0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11616,1.0,1350.0,rent,70.0,1,1,1,413823124,21678738,0,1,0,0,10,2,19,2,3,1,5,7,109,8,0,0,0,1311,111052964222874.0,720785987143248,192857142857143.0,295936462938312.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11617,0.0,1225.0,rent,59.0,0,1,1,413716372,21613522,0,0,0,0,4,0,3,1,1,0,2,3,57,6,0,0,1,601,103417855900621.0,711069612297883,207627118644068.0,303315867907311.0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11618,0.0,1450.0,rent,50.0,1,1,1,413738461,21487097,0,1,0,0,4,0,6,1,0,0,3,3,53,4,0,0,2,306,117156420338983.0,727931883541462,29.0,336729582998647.0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11619,4.0,1395.0,rent,46.0,1,2,1,413804105,21648864,0,0,0,0,4,0,11,0,2,0,2,11,87,11,0,0,0,1167,106202154555434.0,724064969425547,303260869565217.0,341200829776637.0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11620,3.0,1500.0,rent,80.0,1,2,2,413824619,21814602,0,0,0,0,10,2,22,1,2,1,3,6,69,3,0,0,0,1190,110552504367301.0,73132203870903,18.75,293119375241642.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11621,1.0,1500.0,rent,60.0,1,1,1,413791671,21791815,0,1,0,0,5,1,12,0,6,1,1,8,49,2,0,0,0,1042,128662934214003.0,73132203870903,25.0,32188758248682.0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11622,4.0,1400.0,rent,65.0,1,2,1,413793253,21911756,0,0,0,0,4,0,3,1,2,0,0,5,50,2,0,0,0,401,820037482352941.0,724422751560335,215384615384615.0,306984024570771.0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
11623,4.0,1490.0,rent,28.0,1,1,1,413908449,2173091,0,1,0,0,15,1,6,1,1,1,11,13,99,5,0,0,2,1010,16703324915912.0,730653139893951,532142857142857.0,39743268887643.0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11624,0.5,1150.0,rent,38.0,1,2,1,413818734,21902256,0,0,0,0,4,0,13,0,2,1,2,8,48,2,0,0,0,379,809672012944984.0,70475172213573,302631578947368.0,340993106163091.0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
