Unnamed: 0,floor,price,operation,size,exterior,rooms,bathrooms,latitude,longitude,newDevelopment,hasLift,topNewDevelopment,isParkingSpaceIncludedInPrice,numero_bancos_cercanos,numero_starbucks_cercanos,numero_atractivos_cercanos,numero_buenasmigas_cercanos,numero_clubesnocturnos_cercanos,numero_mcdonalds_cercanos,numero_metro_cercanos,numero_parking_cercanos,numero_parkingbici_cercanos,numero_parques_cercanos,numero_playas_cercanos,numero_santagloria_cercanos,numero_vivari_cercanos,num_airbnbs_500,media_precios_airbnbs_500,log_price,price_m2,log_price_m2,propertyType_chalet,propertyType_duplex,propertyType_flat,propertyType_penthouse,status_good,status_newdevelopment,num_airbnbs_500_mas_de_cero,media_precios_airbnbs_500_mas_de_cero,numero_bancos_cercanos_mas_de_cero,numero_starbucks_cercanos_mas_de_cero,numero_atractivos_cercanos_mas_de_cero,numero_buenasmigas_cercanos_mas_de_cero,numero_clubesnocturnos_cercanos_mas_de_cero,numero_mcdonalds_cercanos_mas_de_cero,numero_metro_cercanos_mas_de_cero,numero_parking_cercanos_mas_de_cero,numero_parkingbici_cercanos_mas_de_cero,numero_parques_cercanos_mas_de_cero,numero_playas_cercanos_mas_de_cero,numero_santagloria_cercanos_mas_de_cero,numero_vivari_cercanos_mas_de_cero,district_Ciutat Vella,district_Eixample,district_Gracia,district_Horta-Guinardo,district_Les Corts,district_Nou Barris,district_Sant Andreu,district_Sant Marti,district_Sants-Montjuic,district_Sarria-Sant Gervasi
3744,2.0,2750.0,rent,145.0,1,4,2,414049191,21762293,0,1,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,1,192108.0,791935619066062,189655172413793.0,294262244824004.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3745,2.0,2860.0,rent,88.0,1,2,2,414041984,22003545,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,79585769038139,32.5,348124008933569.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3746,2.0,2500.0,rent,120.0,1,4,2,413889197,21749554,0,1,0,1,14,1,0,1,1,0,0,0,0,0,0,0,1,1,50314.0,782404601085629,208333333333333.0,303655426807425.0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3747,2.0,2500.0,rent,57.0,1,2,1,413976057,2165012,0,1,0,0,24,1,0,0,0,0,0,0,0,0,0,1,0,2,1271572.0,782404601085629,43859649122807.0,378099474302174.0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3748,2.0,3000.0,rent,72.0,1,2,1,413791625,21868867,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,32018.0,800636756765025,416666666666667.0,372970144863419.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3749,2.0,2195.0,rent,87.0,1,3,2,413868018,21388246,0,1,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,769393732550927,252298850574713.0,322802920685469.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3750,2.0,2500.0,rent,86.0,1,3,2,413938866,21438218,0,1,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,782404601085629,290697674418605.0,336969871460278.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3751,2.0,2605.0,rent,58.0,1,2,1,41383669,21623612,0,1,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,786518795418747,449137931034483.0,380474494364105.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3752,2.0,2865.0,rent,69.0,1,2,2,413826989,21628889,0,1,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,796032362914884,415217391304348.0,372621712455158.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3753,2.0,2500.0,rent,60.0,1,1,1,413998834,22056362,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,782404601085629,416666666666667.0,372970144863419.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3754,2.0,2585.0,rent,69.0,1,2,2,413864782,21623485,0,1,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,785748078694253,37463768115942.0,362337428234527.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3755,2.0,2650.0,rent,205.0,1,5,3,414032366,21423368,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,788231491898027,129268292682927.0,255930493984186.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3756,3.0,2927.0,rent,131.0,1,4,2,414135737,21939992,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,798173328669189,223435114503817.0,310653596349073.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3757,3.0,2400.0,rent,71.0,1,3,2,414127777,21406417,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,778322401633604,338028169014084.0,352054413929472.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3758,3.0,2800.0,rent,85.0,1,2,2,414064268,22042027,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,79373746961633,329411764705882.0,349472343967298.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3759,3.0,2840.0,rent,50.0,1,1,1,413882495,21661663,0,1,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,795155933115525,56.8,403953632572711.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3760,3.0,2295.0,rent,40.0,1,2,1,414043793,215422,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,773848812249465,57375.0,404960866838071.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3761,3.0,2850.0,rent,250.0,1,1,1,413935451,21204349,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,79550742732627,11.4,243361335540045.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3762,3.0,2729.0,rent,139.0,1,5,3,413891468,21391625,0,1,0,0,18,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,791169052070834,196330935251799.0,297721658757765.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3763,3.0,2760.0,rent,63.0,1,1,1,41401255,21556435,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,79229859587112,438095238095238.0,377985123231966.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3764,3.0,2515.0,rent,76.0,1,2,1,413962749,21744522,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,150942.0,783002808253384,330921052631579.0,349929474224751.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3765,3.0,2785.0,rent,81.0,1,2,2,413873059,21801927,0,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,0,1,50314.0,793200315236138,343827160493827.0,353755399768895.0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3766,3.0,2500.0,rent,54.0,1,2,1,413801263,21781274,0,1,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,2,2049152.0,782404601085629,462962962962963.0,383506196429202.0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3767,3.0,2400.0,rent,85.0,1,3,2,413981705,21662949,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,2,1271572.0,778322401633604,282352941176471.0,334057275984572.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3768,3.0,2935.0,rent,66.0,1,1,1,413985054,21581641,0,1,0,0,19,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,79844627322622,44469696969697.0,379480799023577.0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3769,3.0,2435.0,rent,107.0,1,3,2,41379288,21790104,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,2049152.0,779770203551669,227570093457944.0,312487320105478.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3770,3.0,2175.0,rent,70.0,1,3,1,413974081,2156648,0,0,0,0,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0.0,768478394352278,310714285714286.0,343628870147343.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3771,3.0,2600.0,rent,68.0,1,3,1,413811129,21793046,0,1,0,0,12,1,0,1,0,0,0,0,0,0,0,0,0,2,2049152.0,786326672400957,382352941176471.0,364375901883347.0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3772,3.0,2330.0,rent,85.0,1,2,1,413798064,21529653,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,775362354655975,274117647058824.0,331097229006943.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3773,3.0,2800.0,rent,93.0,1,2,2,413880431,21674806,0,1,0,0,20,1,1,0,0,0,0,0,0,0,0,0,1,0,0.0,79373746961633,301075268817204.0,340477520301004.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3774,3.0,2440.0,rent,70.0,1,2,2,414027324,21750509,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,192108.0,779975331828725,348571428571429.0,355125807623789.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3775,3.0,2250.0,rent,61.0,1,2,1,413803112,21583493,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,771868549519847,368852459016393.0,360781163102515.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3776,3.0,2500.0,rent,120.0,1,1,1,413859153,2181689,0,1,0,1,9,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0,782404601085629,208333333333333.0,303655426807425.0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3777,3.0,2922.0,rent,200.0,1,2,3,41391769,21493541,0,1,0,0,20,0,0,1,2,1,0,2,1,0,0,0,0,0,0.0,798002359231065,14.61,268170622576261.0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3778,3.0,2600.0,rent,60.0,1,1,1,41394108,21607169,0,1,0,0,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,786326672400957,433333333333333.0,376892216178747.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3779,3.0,2195.0,rent,111.0,1,3,2,413896511,21706898,0,1,0,0,21,0,1,1,1,0,0,0,0,0,0,0,1,0,0.0,769393732550927,197747747747748.0,298440712419694.0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3780,3.0,2400.0,rent,80.0,1,3,2,413996329,21835203,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,778322401633604,30.0,340119738166216.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3781,3.0,2195.0,rent,115.0,1,3,1,413905838,21751163,1,1,0,1,15,0,0,1,1,0,0,0,0,0,0,0,1,1,50314.0,769393732550927,190869565217391.0,294900519714602.0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3782,3.0,2195.0,rent,77.0,1,3,1,414032193,21772714,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,192108.0,769393732550927,285064935064935.0,335013190365559.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3783,3.0,3000.0,rent,50.0,1,1,1,413829363,21868424,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,1,32018.0,800636756765025,60.0,40943445622221.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3784,3.0,2230.0,rent,65.0,1,2,1,414088024,21764345,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,192108.0,770975686445416,343076923076923.0,353536959455853.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3785,3.0,2850.0,rent,65.0,1,1,1,413965852,21228038,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,79550742732627,438461538461538.0,378068700336706.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3786,3.0,2900.0,rent,240.0,1,5,3,41394535,21557992,0,0,0,0,22,1,0,0,1,0,0,2,2,0,0,0,0,0,0.0,797246601597457,120833333333333.0,249182709263257.0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3787,3.0,2500.0,rent,153.0,1,3,2,413859291,21243454,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,782404601085629,163398692810458.0,279360808946386.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3788,3.0,2450.0,rent,90.0,1,3,2,413996101,2145751,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,780384330353877,272222222222222.0,330403363320851.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3789,3.0,2300.0,rent,84.0,1,4,2,414194667,21814772,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,774066440191724,273809523809524.0,330984760307393.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3790,3.0,2580.0,rent,180.0,1,4,3,414050113,21404887,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,785554467791566,143333333333333.0,266258782702545.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3791,3.0,2290.0,rent,70.0,1,2,2,413955551,21770079,0,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,773630709654828,327142857142857.0,348781185449893.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3792,3.0,2300.0,rent,106.0,1,3,2,413738083,21506326,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,774066440191724,216981132075472.0,307722530780517.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3793,3.0,2200.0,rent,75.0,1,3,2,414032139,21678199,0,1,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,4,1465967.0,769621263934641,293333333333333.0,33787245258101.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3794,3.0,2800.0,rent,190.0,1,4,2,413855297,21683984,0,1,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,79373746961633,147368421052632.0,269035062400281.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3795,3.0,2200.0,rent,75.0,1,2,2,414116275,21744248,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,769621263934641,293333333333333.0,33787245258101.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3796,3.0,2300.0,rent,100.0,1,4,2,414201987,21811281,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,774066440191724,23.0,313549421592915.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3797,3.0,2400.0,rent,129.0,1,4,3,414021013,21686128,0,1,0,1,16,0,0,0,0,1,0,0,0,0,0,0,0,3,131426266666667.0,778322401633604,186046511627907.0,292341161197436.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3798,3.0,2200.0,rent,85.0,1,3,2,41386197,21768025,0,1,0,0,18,1,0,2,1,0,0,0,0,0,0,0,0,1,50314.0,769621263934641,258823529411765.0,325356138285609.0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3799,3.0,2500.0,rent,100.0,1,3,1,414038278,21374001,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,782404601085629,25.0,32188758248682.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3800,3.0,2300.0,rent,86.0,1,3,2,413881957,2195583,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,774066440191724,267441860465116.0,328631710566373.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3801,3.0,2800.0,rent,121.0,1,3,2,41386192,21689777,0,1,0,0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,79373746961633,231404958677686.0,314158415056655.0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3802,3.0,2400.0,rent,60.0,1,2,1,413983145,2199988,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,778322401633604,40.0,368887945411394.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3803,3.0,2400.0,rent,100.0,1,5,2,414067551,21817735,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,778322401633604,24.0,317805383034795.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3804,3.0,2852.0,rent,140.0,1,4,2,41392982,21370067,0,1,0,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,795577578153419,203714285714286.0,301413335892488.0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3805,3.0,2600.0,rent,143.0,1,3,2,413948861,2158781,0,1,0,1,16,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,786326672400957,181818181818182.0,290042209374967.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3806,3.0,2300.0,rent,156.0,1,1,1,413937927,21896419,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,774066440191724,147435897435897.0,26908083946677.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3807,3.0,2400.0,rent,93.0,1,3,2,414023257,21477423,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,778322401633604,258064516129032.0,325062452318278.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3808,3.0,2800.0,rent,74.0,1,2,1,413865115,21312232,0,1,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,79373746961633,378378378378378.0,363330960295913.0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3809,3.0,2600.0,rent,174.0,1,4,2,414017537,21401596,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,786326672400957,149425287356322.0,270421142479504.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3810,3.0,2500.0,rent,80.0,1,3,3,41379392,21774359,0,0,0,0,11,0,1,1,0,0,0,0,0,0,0,0,0,2,2049152.0,782404601085629,31.25,344201937618241.0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3811,3.0,2700.0,rent,141.0,1,3,2,413906028,21711277,0,1,0,0,20,0,1,1,1,0,0,0,0,0,0,0,1,0,0.0,790100705199242,191489361702128.0,295224716161425.0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3812,3.0,2500.0,rent,152.0,1,3,2,413871908,21251514,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,782404601085629,164473684210526.0,280016549001002.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
3813,3.0,2195.0,rent,92.0,1,3,2,41398428,21701805,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,2,1271572.0,769393732550927,238586956521739.0,317214874846023.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3814,3.0,2633.0,rent,107.0,1,3,2,413806489,21780895,0,1,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,2,2049152.0,787587915949631,24607476635514.0,32030503250344.0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3815,3.0,2695.0,rent,129.0,1,3,2,414020466,21674856,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,131426266666667.0,78991534833431,208914728682171.0,303934107898143.0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3816,3.0,2790.0,rent,70.0,1,2,1,413897276,21456536,0,1,0,0,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0.0,793379687481541,398571428571429.0,368530163276605.0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3817,3.0,2700.0,rent,130.0,1,3,3,413879427,21730245,0,0,0,0,20,1,0,1,1,0,0,0,0,0,0,0,1,1,50314.0,790100705199242,207692307692308.0,303347260153684.0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3818,3.0,2900.0,rent,75.0,1,3,2,413941783,21255581,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,797246601597457,386666666666667.0,365497790243825.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3819,3.0,2195.0,rent,65.0,1,2,2,413814569,21634412,0,0,0,1,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,769393732550927,337692307692308.0,351955005561363.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3820,3.0,2175.0,rent,66.0,1,2,2,413810451,2162721,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0,768478394352278,329545454545455.0,349512920149636.0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3821,3.0,2850.0,rent,79.0,1,2,1,413804745,21819839,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,2396776.0,79550742732627,360759493670886.0,358562642079567.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3822,3.0,2270.0,rent,61.0,1,2,1,413798051,21631915,0,1,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,772753511047545,372131147540984.0,361666124630214.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3823,3.0,2250.0,rent,150.0,1,2,1,413826724,21800471,0,1,0,1,13,1,0,1,0,1,0,0,0,0,0,0,0,2,2049152.0,771868549519847,15.0,270805020110221.0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3824,3.0,2435.0,rent,107.0,1,3,2,413793855,21791956,0,1,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,2,2049152.0,779770203551669,227570093457944.0,312487320105478.0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3825,3.0,2600.0,rent,75.0,1,2,1,414021428,2172765,0,1,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,4,1465967.0,786326672400957,346666666666667.0,354577861047326.0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3826,3.0,2800.0,rent,71.0,1,2,1,413812885,2180815,0,0,0,0,8,0,0,1,0,1,0,0,0,0,0,0,0,2,2049152.0,79373746961633,394366197183099.0,367469481912198.0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3827,3.0,2900.0,rent,104.0,1,2,2,413897656,2178793,0,1,0,1,12,0,0,1,1,0,0,0,0,0,0,0,0,1,50314.0,797246601597457,278846153846154.0,332807511683319.0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
