,floor,price,size,rooms,bathrooms,latitude,longitude,showAddress,hasLift,num_bancos_500,num_starbucks_500,num_atractivos_500,num_buenasmigas_500,num_clubesnocturnos_500,num_mcdonalds_500,num_metro_500,num_parking_500,num_parkingbici_500,num_parques_500,num_santagloria_500,num_vivari_500,num_airbnbs_500,status_newdevelopment,status_renew,newDevelopment_True,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio
289,0.0,3150.0,0.0718562874251497,0.075,0.3,41.3873954,2.1661471,1,0,0.5,0.6666666666666666,0.29411764705882354,0.6666666666666666,0.4444444444444444,1.0,0.8809523809523809,0.10465116279069768,0.10465116279069768,0.21739130434782608,0.0,0.0,0.5908267954133977,0,0,0,0,1,0,0
290,0.14285714285714285,650.0,0.011976047904191617,0.0,0.1,41.3809495,2.1794809,0,0,0.3333333333333333,0.16666666666666666,0.7058823529411765,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.023809523809523808,0.046511627906976744,0.046511627906976744,0.2608695652173913,0.0,0.0,0.7730838865419433,0,0,0,0,0,0,1
291,0.0,1350.0,0.014970059880239521,0.0,0.1,41.3779222,2.1737494,1,0,0.26666666666666666,0.0,0.4117647058823529,0.0,0.6666666666666666,0.3333333333333333,0.11904761904761904,0.10465116279069768,0.10465116279069768,0.17391304347826086,0.0,0.0,0.6928183464091732,0,0,0,0,0,0,1
292,0.07142857142857142,1250.0,0.023952095808383235,0.025,0.1,41.3722905,2.156063,0,0,0.06666666666666667,0.0,0.17647058823529413,0.0,0.2222222222222222,0.0,0.023809523809523808,0.09302325581395349,0.09302325581395349,0.17391304347826086,0.0,0.0,0.20036210018105008,0,0,0,0,1,0,0
293,0.0,1500.0,0.04491017964071856,0.05,0.2,41.3822505,2.1724145,0,1,0.5666666666666667,0.3333333333333333,0.9411764705882353,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.023809523809523808,0.05813953488372093,0.05813953488372093,0.30434782608695654,0.0,0.0,0.8545564272782137,0,0,0,0,1,0,0
294,0.0,2950.0,0.059880239520958084,0.025,0.1,41.3881241,2.1738402,0,1,0.6666666666666666,0.5,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.30952380952380953,0.09302325581395349,0.09302325581395349,0.21739130434782608,0.0,0.6,0.6831623415811708,0,0,0,0,1,0,0
295,0.0,3200.0,0.058682634730538925,0.05,0.2,41.3873564,2.1660732,1,0,0.5,0.6666666666666666,0.29411764705882354,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.8571428571428571,0.10465116279069768,0.10465116279069768,0.21739130434782608,0.0,0.0,0.5902232951116475,0,0,0,0,1,0,0
296,0.42857142857142855,1390.0,0.04431137724550898,0.025,0.1,41.3934966,2.1670883,0,1,0.7,0.3333333333333333,0.2647058823529412,0.3333333333333333,0.0,0.3333333333333333,0.6904761904761905,0.11627906976744186,0.11627906976744186,0.17391304347826086,0.5,0.2,0.5226312613156306,0,0,0,0,1,0,0
297,0.21428571428571427,1895.0,0.04790419161676647,0.075,0.2,41.3801267,2.1599869,0,1,0.26666666666666666,0.0,0.0,0.0,0.4444444444444444,0.0,0.07142857142857142,0.13953488372093023,0.13953488372093023,0.30434782608695654,0.0,0.0,0.5992757996378998,0,0,0,0,1,0,0
301,0.0,3050.0,0.05029940119760479,0.05,0.2,41.3873564,2.1660732,1,0,0.5,0.6666666666666666,0.29411764705882354,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.8571428571428571,0.10465116279069768,0.10465116279069768,0.21739130434782608,0.0,0.0,0.5902232951116475,0,0,0,0,1,0,0
302,0.07142857142857142,1100.0,0.02694610778443114,0.0,0.1,41.3826619,2.1731989,0,0,0.6666666666666666,0.5,0.9411764705882353,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.047619047619047616,0.05813953488372093,0.05813953488372093,0.30434782608695654,0.0,0.0,0.872057936028968,0,0,0,0,0,0,1
304,0.0,3000.0,0.0658682634730539,0.075,0.2,41.3947115,2.1509326,1,1,0.7333333333333333,0.0,0.058823529411764705,0.3333333333333333,0.7777777777777778,0.0,0.0,0.9302325581395349,0.9302325581395349,0.08695652173913043,0.0,0.0,0.2872661436330718,0,0,0,0,1,0,0
306,0.0,2150.0,0.041916167664670656,0.05,0.1,41.3814188,2.1675799,0,1,0.3333333333333333,0.3333333333333333,0.5588235294117647,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.09523809523809523,0.10465116279069768,0.10465116279069768,0.30434782608695654,0.0,0.0,0.7634278817139408,0,0,0,0,1,0,0
307,0.0,2700.0,0.041916167664670656,0.05,0.2,41.40746,2.2052379,0,1,0.13333333333333333,0.0,0.029411764705882353,0.0,0.0,0.0,0.14285714285714285,0.011627906976744186,0.011627906976744186,0.5217391304347826,0.0,0.0,0.07423053711526856,0,0,0,0,1,0,0
308,0.0,3500.0,0.05688622754491018,0.05,0.2,41.3871637,2.1659197,1,0,0.5,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.7857142857142857,0.09302325581395349,0.09302325581395349,0.21739130434782608,0.0,0.2,0.5986722993361496,0,0,0,0,1,0,0
309,0.0,2295.0,0.023952095808383235,0.05,0.1,41.4043793,2.15422,0,0,0.16666666666666666,0.0,0.058823529411764705,0.0,0.1111111111111111,0.3333333333333333,0.047619047619047616,0.10465116279069768,0.10465116279069768,0.13043478260869565,0.0,0.2,0.27579963789981893,0,0,0,0,1,0,0
310,0.0,2495.0,0.05269461077844311,0.075,0.2,41.4033793,2.15322,0,0,0.2,0.0,0.058823529411764705,0.0,0.2222222222222222,0.3333333333333333,0.07142857142857142,0.1511627906976744,0.1511627906976744,0.08695652173913043,0.0,0.2,0.30899215449607725,0,0,0,0,1,0,0
311,0.07142857142857142,1679.0,0.024550898203592814,0.05,0.1,41.3908492,2.177286,0,0,0.36666666666666664,0.0,0.23529411764705882,0.3333333333333333,0.1111111111111111,0.0,0.09523809523809523,0.1511627906976744,0.1511627906976744,0.17391304347826086,0.0,0.6,0.544357272178636,0,0,0,0,1,0,0
312,0.0,2395.0,0.07784431137724551,0.05,0.2,41.4032634,2.1772433,0,0,0.3,0.16666666666666666,0.11764705882352941,0.3333333333333333,0.0,0.3333333333333333,0.07142857142857142,0.16279069767441862,0.16279069767441862,0.30434782608695654,0.0,0.6,0.5117682558841279,0,0,0,0,1,0,0
313,0.0,2000.0,0.05688622754491018,0.05,0.2,41.4040194,2.1412284,0,1,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.12790697674418605,0.12790697674418605,0.17391304347826086,0.5,0.0,0.1375980687990344,0,0,0,0,1,0,0
315,0.0,4000.0,0.11976047904191617,0.1,0.3,41.3871637,2.1659197,1,0,0.5,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.7857142857142857,0.09302325581395349,0.09302325581395349,0.21739130434782608,0.0,0.2,0.5986722993361496,0,0,0,0,1,0,0
316,0.0,4000.0,0.12574850299401197,0.1,0.3,41.3871755,2.1658305,1,0,0.5,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.7857142857142857,0.09302325581395349,0.09302325581395349,0.2608695652173913,0.0,0.2,0.5944477972238986,0,0,0,0,1,0,0
318,0.0,4000.0,0.11976047904191617,0.125,0.2,41.3871755,2.1658305,1,0,0.5,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.7857142857142857,0.09302325581395349,0.09302325581395349,0.2608695652173913,0.0,0.2,0.5944477972238986,0,0,0,0,1,0,0
319,0.14285714285714285,1250.0,0.03053892215568862,0.025,0.1,41.3847399,2.1779451,0,0,0.5333333333333333,0.3333333333333333,0.8823529411764706,0.3333333333333333,0.2222222222222222,0.0,0.023809523809523808,0.05813953488372093,0.05813953488372093,0.17391304347826086,0.0,0.2,0.943874471937236,0,0,0,0,1,0,0
320,0.0,3500.0,0.09940119760479042,0.125,0.2,41.3973758,2.1658045,1,0,0.7333333333333333,0.0,0.17647058823529413,0.0,0.1111111111111111,0.0,0.047619047619047616,0.10465116279069768,0.10465116279069768,0.13043478260869565,1.0,0.6,0.42788171394085694,0,0,0,0,1,0,0
321,0.42857142857142855,2100.0,0.041916167664670656,0.05,0.1,41.4101628,2.1750541,0,1,0.36666666666666664,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.06976744186046512,0.06976744186046512,0.043478260869565216,0.0,0.8,0.3536511768255884,0,0,0,0,1,0,0
322,0.0,3200.0,0.07245508982035928,0.075,0.2,41.386061,2.1657488,1,0,0.36666666666666664,0.5,0.3235294117647059,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.4523809523809524,0.08139534883720931,0.08139534883720931,0.21739130434782608,0.0,0.2,0.6264333132166566,0,0,0,0,1,0,0
323,0.0,2115.0,0.0281437125748503,0.025,0.1,41.3839993,2.1710664,0,1,0.7,0.5,0.8529411764705882,0.3333333333333333,0.2222222222222222,1.0,0.30952380952380953,0.046511627906976744,0.046511627906976744,0.30434782608695654,0.0,0.0,0.7579963789981895,0,0,0,0,1,0,0
324,0.0,2193.0,0.046706586826347304,0.05,0.1,41.383994,2.1704208,0,1,0.6333333333333333,0.5,0.7941176470588235,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.2857142857142857,0.046511627906976744,0.046511627906976744,0.30434782608695654,0.0,0.0,0.7513578756789379,0,0,0,0,1,0,0
326,0.35714285714285715,1779.0,0.0281437125748503,0.025,0.1,41.3856602,2.1684653,0,1,0.43333333333333335,0.8333333333333334,0.35294117647058826,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.47619047619047616,0.08139534883720931,0.08139534883720931,0.34782608695652173,0.0,0.0,0.6372963186481593,0,0,0,0,1,0,0
327,0.21428571428571427,1766.0,0.0281437125748503,0.025,0.1,41.3848334,2.1720168,0,1,0.8666666666666667,1.0,0.9705882352941176,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.30952380952380953,0.05813953488372093,0.05813953488372093,0.30434782608695654,0.0,0.0,0.7362703681351841,0,0,0,0,1,0,0
328,0.21428571428571427,2067.0,0.029940119760479042,0.025,0.1,41.3829157,2.1702198,0,1,0.5333333333333333,0.3333333333333333,0.7352941176470589,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.07142857142857142,0.05813953488372093,0.05813953488372093,0.2608695652173913,0.0,0.0,0.8032589016294508,0,0,0,0,1,0,0
329,0.14285714285714285,1900.0,0.04730538922155689,0.075,0.1,41.389294,2.149176,0,1,0.43333333333333335,0.0,0.029411764705882353,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.023809523809523808,0.18604651162790697,0.18604651162790697,0.2608695652173913,0.0,0.4,0.22088111044055522,0,0,0,0,1,0,0
332,0.0,1400.0,0.032335329341317366,0.05,0.1,41.3804853,2.1743952,0,0,0.43333333333333335,0.3333333333333333,0.9705882352941176,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.047619047619047616,0.08139534883720931,0.08139534883720931,0.30434782608695654,0.0,0.0,0.8768859384429692,0,0,0,0,1,0,0
333,0.0,2000.0,0.05688622754491018,0.075,0.2,41.3798786,2.1794721,0,1,0.2,0.16666666666666666,0.4117647058823529,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.047619047619047616,0.08139534883720931,0.08139534883720931,0.17391304347826086,0.0,0.0,0.6741098370549186,0,0,0,0,1,0,0
334,0.0,3200.0,0.0748502994011976,0.075,0.3,41.3864138,2.1654245,1,0,0.4666666666666667,0.6666666666666666,0.23529411764705882,0.6666666666666666,0.5555555555555556,0.6666666666666666,0.4523809523809524,0.09302325581395349,0.09302325581395349,0.21739130434782608,0.0,0.2,0.611949305974653,0,0,0,0,1,0,0
335,0.07142857142857142,1150.0,0.02694610778443114,0.0,0.1,41.3791203,2.1750957,0,0,0.36666666666666664,0.16666666666666666,0.6470588235294118,0.0,0.6666666666666666,0.3333333333333333,0.047619047619047616,0.10465116279069768,0.10465116279069768,0.08695652173913043,0.0,0.0,0.7899818949909475,0,0,0,0,0,0,1
336,0.42857142857142855,2000.0,0.059880239520958084,0.1,0.2,41.367935,2.132097,1,1,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.05813953488372093,0.05813953488372093,0.6521739130434783,0.0,0.4,0.03741701870850935,0,0,0,0,1,0,0
338,0.0,4000.0,0.11976047904191617,0.1,0.3,41.3867322,2.1651397,1,0,0.4666666666666667,0.6666666666666666,0.29411764705882354,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.4523809523809524,0.10465116279069768,0.10465116279069768,0.2608695652173913,0.0,0.2,0.6125528062764032,0,0,0,0,1,0,0
339,0.0,2850.0,0.1497005988023952,0.025,0.1,41.3935451,2.1204349,0,1,0.2,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.6086956521739131,0.5,0.0,0.022933011466505733,0,0,0,0,0,1,0
340,0.42857142857142855,1400.0,0.043712574850299404,0.05,0.1,41.4054562,2.1536466,0,1,0.2,0.0,0.058823529411764705,0.0,0.1111111111111111,0.3333333333333333,0.047619047619047616,0.10465116279069768,0.10465116279069768,0.13043478260869565,0.0,0.2,0.22933011466505734,0,0,0,0,0,1,0
341,0.0,2350.0,0.045508982035928146,0.075,0.2,41.3994088,2.1668985,1,1,0.6,0.0,0.058823529411764705,0.0,0.1111111111111111,0.0,0.047619047619047616,0.16279069767441862,0.16279069767441862,0.13043478260869565,0.5,0.6,0.4091732045866023,0,0,0,0,1,0,0
342,0.21428571428571427,1750.0,0.07425149700598803,0.075,0.2,41.3799757,2.1706592,0,1,0.36666666666666664,0.16666666666666666,0.6470588235294118,0.3333333333333333,0.5555555555555556,0.3333333333333333,0.023809523809523808,0.08139534883720931,0.08139534883720931,0.30434782608695654,0.0,0.0,0.8509354254677127,0,0,0,0,0,1,0
343,0.0,1200.0,0.020958083832335328,0.025,0.1,41.3799793,2.1913592,0,0,0.13333333333333333,0.0,0.11764705882352941,0.0,0.2222222222222222,0.0,0.0,0.05813953488372093,0.05813953488372093,0.08695652173913043,0.0,0.0,0.23898611949305976,0,0,0,0,1,0,0
344,0.14285714285714285,1000.0,0.041916167664670656,0.05,0.1,41.3777594,2.1680822,0,0,0.36666666666666664,0.0,0.17647058823529413,0.0,0.3333333333333333,0.3333333333333333,0.09523809523809523,0.12790697674418605,0.12790697674418605,0.391304347826087,0.0,0.2,0.6891973445986723,0,0,0,0,1,0,0
345,0.07142857142857142,1650.0,0.041916167664670656,0.05,0.1,41.3714185,2.157315,0,0,0.06666666666666667,0.0,0.17647058823529413,0.0,0.2222222222222222,0.0,0.023809523809523808,0.03488372093023256,0.03488372093023256,0.21739130434782608,0.0,0.0,0.1955340977670489,0,0,0,0,1,0,0
346,0.0,3000.0,0.041916167664670656,0.05,0.2,41.3847721,2.1780888,1,1,0.5666666666666667,0.3333333333333333,0.9411764705882353,0.3333333333333333,0.1111111111111111,0.0,0.023809523809523808,0.046511627906976744,0.046511627906976744,0.17391304347826086,0.0,0.2,0.9354254677127338,0,0,0,0,1,0,0
347,0.07142857142857142,2000.0,0.05389221556886228,0.1,0.1,41.3733474,2.1554786,0,1,0.06666666666666667,0.0,0.11764705882352941,0.0,0.2222222222222222,0.0,0.023809523809523808,0.12790697674418605,0.12790697674418605,0.13043478260869565,0.0,0.2,0.24381412190706095,0,0,0,0,1,0,0
348,0.2857142857142857,1495.0,0.03772455089820359,0.05,0.1,41.3792259,2.169678,0,1,0.36666666666666664,0.16666666666666666,0.5588235294117647,0.0,0.5555555555555556,0.3333333333333333,0.09523809523809523,0.08139534883720931,0.08139534883720931,0.34782608695652173,0.0,0.0,0.783946891973446,0,0,0,0,1,0,0
349,0.0,2000.0,0.041916167664670656,0.05,0.1,41.3848188,2.1680799,0,0,0.36666666666666664,0.6666666666666666,0.4411764705882353,0.6666666666666666,0.4444444444444444,0.6666666666666666,0.30952380952380953,0.05813953488372093,0.05813953488372093,0.34782608695652173,0.0,0.0,0.6813518406759204,0,0,0,0,1,0,0
350,0.0,3180.0,0.05748502994011976,0.05,0.2,41.3878512,2.1650035,1,0,0.5666666666666667,0.6666666666666666,0.35294117647058826,0.3333333333333333,0.4444444444444444,1.0,0.9761904761904762,0.11627906976744186,0.11627906976744186,0.2608695652173913,0.0,0.2,0.59987929993965,0,0,0,0,1,0,0
351,0.0,2900.0,0.059880239520958084,0.025,0.1,41.3897662,2.160363,0,1,0.23333333333333334,0.16666666666666666,0.2647058823529412,0.3333333333333333,0.4444444444444444,0.0,0.5476190476190477,0.16279069767441862,0.16279069767441862,0.17391304347826086,0.0,0.2,0.5624622812311406,0,0,0,0,1,0,0
352,0.42857142857142855,1300.0,0.04491017964071856,0.05,0.1,41.4053709,2.1802018,0,1,0.16666666666666666,0.0,0.029411764705882353,0.0,0.0,0.0,0.047619047619047616,0.09302325581395349,0.09302325581395349,0.2608695652173913,0.0,0.4,0.37658418829209417,0,0,0,0,1,0,0
353,0.0,3500.0,0.0562874251497006,0.05,0.2,41.3856376,2.1642715,1,0,0.3333333333333333,0.5,0.23529411764705882,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.30952380952380953,0.09302325581395349,0.09302325581395349,0.30434782608695654,0.0,0.2,0.6378998189499094,0,0,0,0,1,0,0
359,0.0,2800.0,0.041916167664670656,0.1,0.1,41.3933527,2.1719023,0,1,0.5666666666666667,0.0,0.11764705882352941,0.3333333333333333,0.1111111111111111,0.0,0.11904761904761904,0.12790697674418605,0.12790697674418605,0.30434782608695654,0.5,0.2,0.5461677730838865,0,0,0,0,1,0,0
360,0.2857142857142857,1850.0,0.048502994011976046,0.075,0.1,41.3724022,2.1486694,1,1,0.1,0.0,0.17647058823529413,0.3333333333333333,0.2222222222222222,0.0,0.047619047619047616,0.03488372093023256,0.03488372093023256,0.21739130434782608,0.0,0.4,0.14785757392878696,0,0,0,0,1,0,0
361,0.0,3700.0,0.07544910179640718,0.025,0.1,41.3895663,2.1639692,1,0,0.6,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9047619047619048,0.10465116279069768,0.10465116279069768,0.2608695652173913,0.0,0.0,0.5775497887748944,0,0,0,0,1,0,0
362,0.2857142857142857,1595.0,0.033532934131736525,0.05,0.1,41.3855207,2.1786127,0,0,0.5666666666666667,0.3333333333333333,0.8529411764705882,0.3333333333333333,0.1111111111111111,0.0,0.023809523809523808,0.06976744186046512,0.06976744186046512,0.13043478260869565,0.0,0.2,0.859987929993965,0,0,0,0,1,0,0
363,0.0,3500.0,0.0281437125748503,0.025,0.1,41.3895663,2.1639692,1,0,0.6,0.6666666666666666,0.3235294117647059,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9047619047619048,0.10465116279069768,0.10465116279069768,0.2608695652173913,0.0,0.0,0.5775497887748944,0,0,0,0,1,0,0
364,0.2857142857142857,1800.0,0.053293413173652694,0.05,0.1,41.3989955,2.1845911,0,1,0.03333333333333333,0.0,0.08823529411764706,0.0,0.1111111111111111,0.0,0.16666666666666666,0.1744186046511628,0.1744186046511628,0.17391304347826086,0.0,0.0,0.16656608328304165,0,0,0,0,1,0,0
365,0.14285714285714285,1520.0,0.03832335329341317,0.05,0.2,41.3827865,2.1656987,0,1,0.2,0.5,0.3235294117647059,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.09523809523809523,0.09302325581395349,0.09302325581395349,0.30434782608695654,0.0,0.0,0.7579963789981895,0,0,0,0,1,0,0
366,0.0,2900.0,0.08982035928143713,0.05,0.2,41.3919813,2.1615599,0,1,0.4666666666666667,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.5952380952380952,0.10465116279069768,0.10465116279069768,0.17391304347826086,0.0,0.0,0.5165962582981292,0,0,0,0,0,1,0
367,0.21428571428571427,1295.0,0.03293413173652695,0.05,0.1,41.3793836,2.1641909,0,0,0.16666666666666666,0.0,0.20588235294117646,0.0,0.1111111111111111,0.0,0.023809523809523808,0.11627906976744186,0.11627906976744186,0.43478260869565216,0.0,0.0,0.6735063367531684,0,0,0,0,1,0,0
368,0.2857142857142857,1950.0,0.04311377245508982,0.05,0.2,41.3762652,2.1694504,0,1,0.23333333333333334,0.0,0.08823529411764706,0.0,0.4444444444444444,0.3333333333333333,0.07142857142857142,0.11627906976744186,0.11627906976744186,0.21739130434782608,0.0,0.2,0.6547978273989137,0,0,0,0,1,0,0
369,0.07142857142857142,1995.0,0.04910179640718563,0.075,0.2,41.4116092,2.161781,0,1,0.3,0.0,0.0,0.0,0.1111111111111111,0.0,0.023809523809523808,0.06976744186046512,0.06976744186046512,0.17391304347826086,0.0,0.2,0.10138805069402534,0,0,0,0,1,0,0
370,0.0,2450.0,0.05449101796407185,0.075,0.2,41.389123,2.1397386,0,1,0.6,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.09523809523809523,0.06976744186046512,0.06976744186046512,0.6956521739130435,0.0,0.2,0.10018105009052504,0,0,0,0,1,0,0
371,0.07142857142857142,2100.0,0.04491017964071856,0.05,0.1,41.3866768,2.1795265,0,1,0.4666666666666667,0.16666666666666666,0.8235294117647058,0.3333333333333333,0.0,0.0,0.023809523809523808,0.09302325581395349,0.09302325581395349,0.13043478260869565,0.0,0.4,0.7398913699456849,0,0,0,0,1,0,0
372,0.14285714285714285,1770.0,0.029940119760479042,0.025,0.1,41.3874363,2.180511,0,1,0.3,0.16666666666666666,0.6470588235294118,0.3333333333333333,0.0,0.0,0.023809523809523808,0.09302325581395349,0.09302325581395349,0.08695652173913043,0.0,0.4,0.6608328304164152,0,0,0,0,1,0,0
373,0.0,5900.0,0.1532934131736527,0.075,0.3,41.3938057,2.1635222,1,0,0.7666666666666667,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.5952380952380952,0.11627906976744186,0.11627906976744186,0.17391304347826086,0.5,0.0,0.4803862401931201,0,0,0,0,1,0,0
375,0.14285714285714285,1895.0,0.040119760479041915,0.05,0.1,41.3938795,2.1532606,0,0,0.8,0.16666666666666666,0.058823529411764705,0.3333333333333333,1.0,0.3333333333333333,0.047619047619047616,0.872093023255814,0.872093023255814,0.08695652173913043,0.0,0.2,0.3168376584188292,0,0,0,0,1,0,0
376,0.7142857142857143,2000.0,0.03173652694610778,0.05,0.2,41.392226,2.1229034,0,1,0.36666666666666664,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.6521739130434783,0.0,0.0,0.03138201569100785,0,0,0,0,1,0,0
377,0.0,3400.0,0.06287425149700598,0.05,0.2,41.3968834,2.1615936,1,0,0.5333333333333333,0.3333333333333333,0.17647058823529413,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.047619047619047616,0.20930232558139536,0.20930232558139536,0.08695652173913043,0.0,0.2,0.47978273989136994,0,0,0,0,1,0,0
378,0.07142857142857142,1350.0,0.037125748502994015,0.05,0.1,41.3728408,2.1250965,0,0,0.43333333333333335,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.05813953488372093,0.05813953488372093,0.21739130434782608,0.0,0.2,0.12251056125528063,0,0,0,0,1,0,0
379,0.0,3500.0,0.08742514970059881,0.075,0.2,41.3930196,2.1611186,1,0,0.6666666666666666,0.6666666666666666,0.38235294117647056,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5952380952380952,0.1744186046511628,0.1744186046511628,0.17391304347826086,0.0,0.0,0.5057332528666264,0,0,0,0,1,0,0
381,0.35714285714285715,1550.0,0.038922155688622756,0.05,0.1,41.3934112,2.1903923,0,1,0.23333333333333334,0.0,0.14705882352941177,0.0,0.3333333333333333,0.0,0.14285714285714285,0.011627906976744186,0.011627906976744186,0.43478260869565216,0.0,0.0,0.13035606517803258,0,0,0,0,1,0,0
382,0.0,2700.0,0.09580838323353294,0.1,0.3,41.3871676,2.1131761,0,1,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.05813953488372093,0.05813953488372093,0.21739130434782608,0.0,0.0,0.003621001810500905,0,0,0,0,1,0,0
383,0.21428571428571427,2095.0,0.038922155688622756,0.05,0.1,41.3882219,2.1581542,0,1,0.13333333333333333,0.0,0.08823529411764706,0.0,0.3333333333333333,0.0,0.0,0.19767441860465115,0.19767441860465115,0.2608695652173913,0.0,0.6,0.5075437537718769,0,0,0,0,1,0,0
384,0.0,3300.0,0.041916167664670656,0.05,0.1,41.393308,2.1601169,1,0,0.6666666666666666,0.5,0.35294117647058826,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.30952380952380953,0.2441860465116279,0.2441860465116279,0.21739130434782608,0.0,0.0,0.4852142426071213,0,0,0,0,1,0,0
386,0.14285714285714285,1950.0,0.07664670658682635,0.05,0.2,41.3796666,2.1771811,0,1,0.4,0.16666666666666666,0.7058823529411765,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.07142857142857142,0.08139534883720931,0.08139534883720931,0.043478260869565216,0.0,0.0,0.7610138805069403,0,0,0,0,1,0,0
387,0.0,3500.0,0.05808383233532934,0.05,0.2,41.3919567,2.1596883,1,0,0.36666666666666664,0.6666666666666666,0.3235294117647059,0.3333333333333333,0.2222222222222222,0.0,0.4523809523809524,0.19767441860465115,0.19767441860465115,0.17391304347826086,0.0,0.0,0.496077248038624,0,0,0,0,0,1,0
388,0.07142857142857142,2000.0,0.03173652694610778,0.075,0.2,41.3719936,2.1626561,0,1,0.23333333333333334,0.0,0.058823529411764705,0.3333333333333333,0.2222222222222222,0.0,0.047619047619047616,0.023255813953488372,0.023255813953488372,0.2608695652173913,0.0,0.2,0.412190706095353,0,0,0,0,1,0,0
390,0.14285714285714285,1695.0,0.04790419161676647,0.075,0.1,41.4010952,2.1655166,0,0,0.5333333333333333,0.0,0.029411764705882353,0.0,0.1111111111111111,0.0,0.047619047619047616,0.20930232558139536,0.20930232558139536,0.13043478260869565,0.5,0.6,0.3494266747133374,0,0,0,0,1,0,0
392,0.07142857142857142,2095.0,0.04790419161676647,0.075,0.1,41.3989238,2.1512903,0,1,0.5666666666666667,0.0,0.029411764705882353,0.0,0.5555555555555556,0.3333333333333333,0.09523809523809523,0.8604651162790697,0.8604651162790697,0.08695652173913043,0.0,0.0,0.26252263126131564,0,0,0,0,1,0,0
393,0.07142857142857142,1690.0,0.029341317365269463,0.025,0.1,41.3907614,2.1795042,0,1,0.2,0.0,0.23529411764705882,0.3333333333333333,0.1111111111111111,0.0,0.047619047619047616,0.11627906976744186,0.11627906976744186,0.08695652173913043,0.0,0.6,0.46710923355461675,0,0,0,0,1,0,0
394,0.07142857142857142,1995.0,0.04790419161676647,0.025,0.1,41.3951866,2.1468061,0,1,0.9,0.0,0.029411764705882353,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.047619047619047616,0.5116279069767442,0.5116279069767442,0.08695652173913043,0.0,0.2,0.20820760410380204,0,0,0,0,1,0,0
395,0.14285714285714285,1995.0,0.04790419161676647,0.1,0.2,41.3737319,2.1576071,0,1,0.1,0.0,0.08823529411764706,0.3333333333333333,0.2222222222222222,0.0,0.023809523809523808,0.10465116279069768,0.10465116279069768,0.2608695652173913,0.0,0.0,0.33735666867833436,0,0,0,0,1,0,0
396,0.0,2900.0,0.1497005988023952,0.125,0.5,41.4205346,2.1919546,0,1,0.06666666666666667,0.0,0.029411764705882353,0.0,0.0,0.0,0.07142857142857142,0.08139534883720931,0.08139534883720931,0.30434782608695654,0.0,0.0,0.03922751961375981,0,0,0,0,1,0,0
