,floor,price,size,rooms,bathrooms,latitude,longitude,showAddress,hasLift,num_bancos_500,num_starbucks_500,num_atractivos_500,num_buenasmigas_500,num_clubesnocturnos_500,num_mcdonalds_500,num_metro_500,num_parking_500,num_parkingbici_500,num_parques_500,num_santagloria_500,num_vivari_500,num_airbnbs_500,status_newdevelopment,status_renew,newDevelopment_True,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio
20,0.0,9000.0,0.0718562874251497,0.075,0.2,41.4065881,2.2155214,0,0,0.16666666666666666,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.047619047619047616,0.08139534883720931,0.08139534883720931,0.43478260869565216,0.0,0.0,0.04767652383826192,0,0,0,0,0,1,0
21,0.0,6900.0,0.08982035928143713,0.1,0.2,41.4064198,2.2142357,0,0,0.2,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.11904761904761904,0.08139534883720931,0.08139534883720931,0.43478260869565216,0.0,0.0,0.06216053108026554,0,0,0,0,1,0,0
22,0.0,7300.0,0.08982035928143713,0.1,0.2,41.4031067,2.2139733,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.03488372093023256,0.5217391304347826,0.0,0.0,0.05250452625226312,0,0,0,0,1,0,0
23,0.0,6950.0,0.1377245508982036,0.1,0.2,41.4031232,2.2164897,0,0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.03488372093023256,0.03488372093023256,0.30434782608695654,0.0,0.0,0.03138201569100785,0,0,0,0,1,0,0
26,0.0,6500.0,0.1437125748502994,0.075,0.2,41.4066663,2.2159898,0,0,0.13333333333333333,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.047619047619047616,0.08139534883720931,0.08139534883720931,0.43478260869565216,0.0,0.0,0.04164152082076041,0,0,0,0,1,0,0
27,0.0,4000.0,0.04491017964071856,0.05,0.2,41.40978,2.2122749,0,0,0.16666666666666666,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.14285714285714285,0.046511627906976744,0.046511627906976744,0.391304347826087,0.0,0.0,0.051297525648762825,0,0,0,0,1,0,0
28,0.0,4500.0,0.07305389221556886,0.05,0.2,41.409506,2.2131878,0,0,0.16666666666666666,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.14285714285714285,0.046511627906976744,0.046511627906976744,0.391304347826087,0.0,0.0,0.05190102595051298,0,0,0,0,1,0,0
29,0.0,7000.0,0.08383233532934131,0.075,0.2,41.4077152,2.2168536,0,0,0.13333333333333333,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.07142857142857142,0.08139534883720931,0.08139534883720931,0.34782608695652173,0.0,0.0,0.036210018105009054,0,0,0,0,1,0,0
30,0.0,5000.0,0.06467065868263473,0.05,0.2,41.3984559,2.2076517,0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.06976744186046512,0.5217391304347826,0.0,0.0,0.12311406155703078,0,0,0,0,1,0,0
31,0.0,7900.0,0.08982035928143713,0.1,0.2,41.4073289,2.2111441,0,0,0.2,0.16666666666666666,0.029411764705882353,0.0,0.0,0.0,0.07142857142857142,0.023255813953488372,0.023255813953488372,0.391304347826087,0.0,0.0,0.07362703681351841,0,0,0,0,1,0,0
32,0.0,7500.0,0.08982035928143713,0.075,0.2,41.405931,2.2162566,0,0,0.13333333333333333,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.0,0.08139534883720931,0.08139534883720931,0.391304347826087,0.0,0.0,0.03922751961375981,0,0,0,0,1,0,0
33,0.0,3500.0,0.059880239520958084,0.075,0.2,41.4069773,2.2167415,0,0,0.13333333333333333,0.16666666666666666,0.029411764705882353,0.0,0.0,0.3333333333333333,0.047619047619047616,0.08139534883720931,0.08139534883720931,0.30434782608695654,0.0,0.0,0.036210018105009054,0,0,0,0,1,0,0
34,0.0,8000.0,0.18862275449101795,0.075,0.3,41.4056879,2.2159274,0,0,0.13333333333333333,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.08139534883720931,0.08139534883720931,0.34782608695652173,0.0,0.0,0.04224502112251056,0,0,0,0,1,0,0
