price
1300.0
2750.0
2900.0
1550.0
1503.0
2850.0
3500.0
2250.0
850.0
2500.0
3250.0
2600.0
1300.0
2060.0
4000.0
2900.0
3750.0
3200.0
3500.0
1250.0
3605.0
1950.0
1600.0
4990.0
2200.0
1440.0
2905.0
1909.0
3200.0
3200.0
2500.0
1650.0
1400.0
2600.0
4500.0
1600.0
2400.0
1200.0
1450.0
4000.0
1472.0
1350.0
3500.0
2850.0
1600.0
3000.0
3250.0
1300.0
1250.0
2290.0
8100.0
2500.0
2100.0
900.0
1250.0
1500.0
2390.0
1200.0
2500.0
945.0
1450.0
1850.0
1690.0
1390.0
1628.0
880.0
1595.0
2950.0
8000.0
1595.0
1600.0
4480.0
7333.0
1450.0
1700.0
1890.0
1495.0
2800.0
3050.0
5250.0
2300.0
1045.0
3030.0
1365.0
3100.0
1300.0
2980.0
2800.0
2700.0
2000.0
2300.0
1000.0
2825.0
4810.0
2300.0
1250.0
1917.0
1450.0
990.0
1340.0
5000.0
2700.0
2200.0
2020.0
2250.0
1700.0
1995.0
2100.0
1300.0
1650.0
1850.0
1890.0
1800.0
4995.0
3750.0
1895.0
2950.0
1600.0
2000.0
1872.0
1500.0
5000.0
2800.0
1200.0
2670.0
3820.0
1400.0
2405.0
1450.0
3078.0
1925.0
2680.0
1500.0
2190.0
1200.0
1700.0
2450.0
6000.0
7000.0
1300.0
1095.0
1236.0
2100.0
1895.0
2375.0
1300.0
2540.0
1065.0
1250.0
4000.0
2100.0
2720.0
2400.0
1690.0
2000.0
1060.0
1395.0
1600.0
2200.0
8000.0
2600.0
8000.0
2450.0
2570.0
2795.0
1660.0
1795.0
3518.0
1200.0
1200.0
4500.0
3800.0
2415.0
1990.0
1200.0
8500.0
4120.0
2500.0
2800.0
2500.0
3590.0
1700.0
1590.0
2500.0
3518.0
1750.0
1350.0
1250.0
1495.0
1350.0
2950.0
1775.0
1590.0
2700.0
2850.0
1950.0
4950.0
1500.0
7000.0
1550.0
1938.0
1695.0
4000.0
1700.0
2850.0
2500.0
4000.0
4600.0
1445.0
4805.0
1661.0
2250.0
3200.0
3900.0
2175.0
1250.0
1500.0
2850.0
1450.0
1950.0
2800.0
1800.0
3500.0
1895.0
3690.0
1900.0
3195.0
1650.0
1495.0
1195.0
3250.0
4120.0
1850.0
1450.0
2190.0
3200.0
870.0
3500.0
1450.0
4000.0
1590.0
1200.0
3350.0
5500.0
1895.0
1895.0
2100.0
2125.0
3150.0
1490.0
1975.0
1800.0
2200.0
1350.0
1705.0
2000.0
2850.0
1150.0
1390.0
1695.0
3200.0
1695.0
4900.0
2300.0
2960.0
2085.0
2450.0
4500.0
2400.0
800.0
2750.0
1595.0
1250.0
2720.0
3000.0
1495.0
1390.0
1800.0
3415.0
3490.0
1095.0
6900.0
2195.0
1577.0
3400.0
2495.0
2450.0
1150.0
1200.0
2500.0
2605.0
4700.0
1953.0
2800.0
1200.0
1900.0
2325.0
1850.0
3300.0
3000.0
2565.0
2450.0
2500.0
2500.0
650.0
2000.0
1250.0
2100.0
6800.0
2500.0
1045.0
4950.0
1200.0
2165.0
7466.0
1250.0
1200.0
2020.0
1600.0
2629.0
4900.0
2850.0
1400.0
3250.0
9000.0
1690.0
1595.0
1295.0
7700.0
1800.0
3100.0
2173.0
1595.0
2650.0
3300.0
1450.0
975.0
1800.0
1950.0
3165.0
