"name","longitude","latitude"
"Santagloria",2.1211317,41.401475
"Santagloria",2.1333087,41.4035487
"Santagloria",2.1236387,41.3970837
"Santagloria",2.1681172,41.3948373
"Santagloria",2.1243567,41.3863926
"Santagloria",2.169525,41.4006382
"Santagloria",2.1441762,41.3788715
"Santagloria",2.1395759,41.4014145
