floor,price,size,rooms,bathrooms,latitude,longitude,hasLift,isParkingSpaceIncludedInPrice,propertyType_countryHouse,propertyType_duplex,propertyType_flat,propertyType_penthouse,propertyType_studio,status_newdevelopment,status_renew,newDevelopment_True,topNewDevelopment_True,exterior_True
0.08,0.03571428571428571,0.026217228464419477,0.05,0.0625,413844461,21408737,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1,0.12734082397003746,0.1,0.3125,415338087,23972143,0,1,0,0,1,0,0,0,0,0,0,1
0.16,0.05285714285714286,0.0149812734082397,0.0,0.0625,413839608,21780527,0,0,0,0,0,0,1,0,0,0,0,1
0.08,0.07714285714285714,0.060674157303370786,0.1,0.1875,414007449,21208976,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.1301142857142857,0.02546816479400749,0.025,0.0625,413938901,21771139,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.3142857142857143,0.04681647940074907,0.075,0.125,413791198,21799487,0,0,0,0,1,0,0,0,0,0,0,1
0.16,0.07971428571428571,0.08052434456928839,0.075,0.125,413837497,21836731,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1,0.07602996254681647,0.05,0.1875,413969736,21756894,0,0,0,0,0,0,0,0,0,0,0,0
0.16,0.06285714285714286,0.056179775280898875,0.1,0.125,414034634,21392892,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.11428571428571428,0.07565543071161049,0.1,0.25,413971407,21443583,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.14285714285714285,0.08614232209737828,0.1,0.1875,413105988,20049361,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.07285714285714286,0.048314606741573035,0.075,0.125,41269641,20161503,1,1,0,0,1,0,0,0,0,0,0,1
0.0,0.056428571428571425,0.039700374531835204,0.0,0.125,414061329,21484659,1,0,0,1,0,0,0,0,0,0,0,1
0.12,0.04857142857142857,0.019850187265917602,0.05,0.0625,413760695,21310397,1,1,0,0,1,0,0,0,0,0,0,1
0.08,0.42857142857142855,0.06928838951310862,0.075,0.25,413791567,21820559,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.026217228464419477,0.05,0.0625,414741203,20671206,1,1,0,0,1,0,0,0,0,0,0,1
0.56,0.2,0.06329588014981273,0.05,0.125,414008791,2209934,1,1,0,0,0,1,0,0,0,0,0,1
0.04,0.08571428571428572,0.04269662921348315,0.075,0.125,413987167,21702964,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.05914285714285714,0.018726591760299626,0.025,0.0625,41382789,21740776,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.05,0.0550561797752809,0.075,0.125,414044844,21481425,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.2742857142857143,0.10112359550561797,0.125,0.25,412688809,20234872,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.03571428571428571,0.026217228464419477,0.075,0.0625,413868686,21000723,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03745318352059925,0.075,0.125,41464777,20757178,0,1,0,0,1,0,0,0,0,0,0,0
0.24,0.054285714285714284,0.031835205992509365,0.075,0.125,413893626,2144292,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.061,0.020599250936329586,0.025,0.0625,413780875,2151228,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.06285714285714286,0.04157303370786517,0.1,0.125,414146464,21385566,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.07,0.09737827715355805,0.1,0.25,413754459,20617444,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.2,0.11235955056179775,0.05,0.125,413894534,21768631,1,0,0,0,0,1,0,0,0,0,0,1
0.04,0.07031428571428572,0.0149812734082397,0.025,0.0625,413805762,21789269,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.05697142857142857,0.017602996254681647,0.0,0.0625,413799752,21672669,0,0,0,0,0,0,1,0,0,0,0,0
0.12,0.03428571428571429,0.017977528089887642,0.05,0.0625,413741163,21093742,0,0,0,0,1,0,0,0,0,0,0,1
0.2,0.06197142857142857,0.015355805243445693,0.0,0.0625,413867064,21785513,0,0,0,0,0,0,1,0,0,0,0,0
0.0,0.08,0.03745318352059925,0.075,0.125,414667406,20764531,0,1,0,0,1,0,0,0,0,0,0,0
0.04,0.04857142857142857,0.018726591760299626,0.05,0.0625,413975109,22004155,0,0,0,0,1,0,0,0,0,0,0,1
0.12,0.18571428571428572,0.04868913857677903,0.075,0.125,413990738,2158335,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.06285714285714286,0.018726591760299626,0.025,0.0625,414049812,2137803,1,0,0,0,0,1,0,0,0,0,0,1
0.12,0.05142857142857143,0.03745318352059925,0.05,0.0625,413809871,21747561,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.2714285714285714,0.07116104868913857,0.075,0.1875,413936591,21693915,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.06348571428571428,0.016853932584269662,0.025,0.0625,414023211,22003318,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.0676,0.03333333333333333,0.05,0.125,413916821,2143356,1,0,0,0,1,0,0,0,0,0,0,0
0.0,0.17142857142857143,0.31760299625468164,0.125,0.375,415652852,24791232,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.054142857142857145,0.017602996254681647,0.025,0.0625,41385194,21683208,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.06285714285714286,0.0299625468164794,0.075,0.125,414072246,21483935,0,0,0,0,1,0,0,0,0,0,0,0
0.04,0.04857142857142857,0.011235955056179775,0.025,0.0625,413784884,21874347,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.05714285714285714,0.035580524344569285,0.05,0.125,414067246,21478935,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.07714285714285714,0.03745318352059925,0.075,0.125,414653308,20774922,0,1,0,0,1,0,0,0,0,0,0,0
0.04,0.02897142857142857,0.042322097378277156,0.1,0.0625,414911448,20273854,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.06571428571428571,0.04307116104868914,0.05,0.0625,413919971,21548462,1,0,0,0,1,0,0,0,0,0,0,1
0.12,0.05757142857142857,0.0149812734082397,0.025,0.0625,41389328,21755312,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.0608,0.020599250936329586,0.05,0.0625,41385689,21740776,0,0,0,0,1,0,0,0,0,0,0,0
0.16,0.06991428571428572,0.0149812734082397,0.05,0.0625,413789695,21895244,0,0,0,0,1,0,0,0,0,0,0,0
0.12,0.037142857142857144,0.020599250936329586,0.05,0.0625,41379852,2172763,1,0,0,0,1,0,0,0,0,0,0,0
0.08,0.07714285714285714,0.03745318352059925,0.075,0.125,414682267,20764134,0,1,0,0,1,0,0,0,0,0,0,0
0.0,0.1,0.06441947565543071,0.1,0.1875,413757966,21436398,0,0,0,1,0,0,0,0,0,0,0,1
0.08,0.06571428571428571,0.018726591760299626,0.05,0.0625,414103697,21769917,1,0,0,0,1,0,0,0,0,0,0,0
0.08,0.05914285714285714,0.018726591760299626,0.025,0.0625,41382389,21764776,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.04,0.02397003745318352,0.05,0.125,414157371,21783884,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.06285714285714286,0.033707865168539325,0.05,0.125,414107772,2139493,1,0,0,0,1,0,0,0,0,0,0,1
0.2,0.054285714285714284,0.029213483146067417,0.05,0.125,413898042,21593485,1,0,0,0,0,1,0,0,0,0,0,1
0.08,0.049428571428571426,0.049812734082397,0.1,0.125,413685518,21401696,1,0,0,0,1,0,0,0,0,0,0,1
0.12,0.04594285714285714,0.016853932584269662,0.0,0.0625,413762837,21382291,1,0,0,0,0,0,1,0,0,0,0,0
0.12,0.06414285714285714,0.018726591760299626,0.025,0.0625,41385894,21686208,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.06217142857142857,0.0149812734082397,0.025,0.0625,413850707,21827363,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.03857142857142857,0.025093632958801498,0.075,0.0625,413724646,20890485,1,0,0,0,1,0,0,0,0,0,0,1
0.2,0.06545714285714285,0.029213483146067417,0.05,0.0625,41383994,21704208,1,0,0,0,1,0,0,0,0,0,0,0
0.16,0.06794285714285714,0.026217228464419477,0.05,0.125,413803325,2168478,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.07142857142857142,0.03745318352059925,0.075,0.125,414677753,20773966,0,1,0,0,1,0,0,0,0,0,0,0
0.12,0.07051428571428571,0.024344569288389514,0.05,0.125,413894802,21481468,1,0,0,0,1,0,0,0,0,0,0,0
0.16,0.08571428571428572,0.04531835205992509,0.075,0.125,413943132,21548771,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.10714285714285714,0.08426966292134831,0.1,0.1875,413898376,21343032,1,1,0,0,1,0,0,0,0,0,0,1
0.08,0.06582857142857143,0.013108614232209739,0.0,0.0625,413820246,21899562,0,0,0,0,0,0,1,0,0,0,0,0
0.12,0.06142857142857143,0.028089887640449437,0.05,0.0625,414010543,21760085,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.054,0.024344569288389514,0.05,0.125,413889261,21509867,1,0,0,0,1,0,0,0,0,0,0,0
0.16,0.05142857142857143,0.028089887640449437,0.05,0.0625,413813277,21704656,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.05142857142857143,0.11573033707865168,0.125,0.1875,416660216,22648561,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.06,0.026217228464419477,0.05,0.0625,414106623,21576493,0,0,0,0,1,0,0,0,0,0,0,0
0.24,0.07428571428571429,0.06142322097378277,0.125,0.1875,413993967,21609542,0,0,0,0,1,0,0,0,1,0,0,1
0.04,0.07142857142857142,0.056179775280898875,0.075,0.125,413998986,21392395,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.05714285714285714,0.03895131086142322,0.05,0.125,413787128,2153028,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.03571428571428571,0.05056179775280899,0.075,0.1875,416173659,22403719,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.037142857142857144,0.013108614232209739,0.025,0.0625,412674833,20324273,0,1,0,0,1,0,0,0,0,0,0,1
0.08,0.03857142857142857,0.024344569288389514,0.05,0.0625,412683272,19604326,0,1,0,0,1,0,0,0,0,0,0,1
0.0,0.15714285714285714,0.16254681647940075,0.15,0.25,412802141,19654408,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.14257142857142857,0.033707865168539325,0.075,0.125,413963243,21641782,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.02857142857142857,0.028089887640449437,0.075,0.0625,414932045,21661001,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.05714285714285714,0.020599250936329586,0.05,0.0625,414090451,21420292,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.12857142857142856,0.07865168539325842,0.175,0.125,413985438,21692788,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.14142857142857143,0.026217228464419477,0.05,0.125,413915661,21583976,0,1,0,0,1,0,0,0,0,0,0,1
0.08,0.09142857142857143,0.07116104868913857,0.125,0.25,41384155,2147255,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.07142857142857142,0.033707865168539325,0.075,0.125,413777189,21519882,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.08428571428571428,0.06928838951310862,0.1,0.125,413962727,21699965,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07571428571428572,0.033707865168539325,0.075,0.125,413805966,21555358,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.04,0.039700374531835204,0.1,0.1875,414887097,21296716,0,0,0,0,1,0,0,0,0,0,0,1
0.08,0.05,0.026217228464419477,0.075,0.0625,413974146,22039642,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.05,0.0299625468164794,0.1,0.0625,413848451,21320257,1,0,0,0,1,0,0,0,0,0,0,1
0.2,0.1,0.07116104868913857,0.125,0.1875,413868736,21693166,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.2857142857142857,0.11610486891385768,0.1,0.3125,413952527,21634459,1,1,0,0,1,0,0,0,0,0,0,1
0.08,0.08571428571428572,0.019850187265917602,0.025,0.0625,413964015,21456387,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.08571428571428572,0.07116104868913857,0.125,0.125,413878294,21697895,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.12,0.04119850187265917,0.05,0.125,414018776,21274102,1,1,0,0,1,0,0,0,0,0,0,1
0.16,0.09857142857142857,0.06142322097378277,0.075,0.1875,413921792,21471699,1,0,0,0,0,1,0,0,0,0,0,1
0.24,0.07428571428571429,0.02883895131086142,0.05,0.125,413832146,21600683,1,0,0,0,1,0,0,0,0,0,0,1
0.12,0.09142857142857143,0.011235955056179775,0.05,0.0625,413791383,21693447,1,0,0,0,1,0,0,0,0,0,0,1
0.32,0.14714285714285713,0.031835205992509365,0.075,0.125,413902813,21221331,1,0,0,0,0,1,0,0,0,0,0,1
0.04,0.11428571428571428,0.04119850187265917,0.075,0.125,413989843,2178181,1,0,0,0,1,0,0,0,0,0,0,1
0.12,0.031142857142857142,0.033707865168539325,0.075,0.125,415616744,20122648,1,1,0,0,1,0,0,0,0,0,0,1
0.0,0.18571428571428572,0.24344569288389514,0.15,0.3125,415195467,23848718,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.06,0.029213483146067417,0.05,0.0625,414016706,21733596,1,0,0,0,1,0,0,0,0,0,0,1
0.28,0.09857142857142857,0.0449438202247191,0.075,0.125,413879558,21338729,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.22857142857142856,0.0749063670411985,0.1,0.125,412654888,19777079,0,1,0,0,0,0,0,0,0,0,0,0
0.08,0.05714285714285714,0.03745318352059925,0.075,0.125,412701052,1992497,0,1,0,0,1,0,0,0,0,0,0,1
0.12,0.037142857142857144,0.016853932584269662,0.025,0.0625,413802126,2189016,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.15714285714285714,0.12022471910112359,0.1,0.25,415682042,24828239,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.04,0.02247191011235955,0.05,0.0625,412724206,20301036,0,0,0,0,1,0,0,0,0,0,0,1
0.16,0.07142857142857142,0.04307116104868914,0.075,0.125,413836924,21567224,1,0,0,1,0,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.02247191011235955,0.05,0.0625,41392099,21795689,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.06571428571428571,0.020599250936329586,0.025,0.0625,413972152,21490601,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.1,0.031835205992509365,0.075,0.125,413941036,21822071,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.037142857142857144,0.018726591760299626,0.025,0.0625,41269632,19705318,0,1,0,0,1,0,0,0,0,0,0,1
0.08,0.08571428571428572,0.0449438202247191,0.1,0.0625,414119087,21712534,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.07142857142857142,0.04307116104868914,0.05,0.125,414174622,21293829,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.054,0.02247191011235955,0.05,0.0625,41397969,21822867,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.09285714285714286,0.033707865168539325,0.05,0.125,414009289,21293823,0,1,0,0,1,0,0,0,0,0,0,1
0.2,0.05228571428571428,0.04794007490636704,0.05,0.125,413960313,21542005,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.22857142857142856,0.11235955056179775,0.1,0.25,413812452,20779622,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.04285714285714286,0.0299625468164794,0.075,0.0625,413743829,21111856,1,0,0,0,1,0,0,0,0,0,0,1
0.28,0.08285714285714285,0.0348314606741573,0.05,0.125,413916849,21479397,1,0,0,0,0,1,0,0,0,0,0,1
0.08,0.04428571428571428,0.02247191011235955,0.05,0.125,412672223,19557455,0,0,0,0,1,0,0,0,0,0,0,1
0.16,0.15428571428571428,0.0299625468164794,0.05,0.1875,413920532,21614003,0,1,0,1,0,0,0,0,0,0,0,1
0.0,0.05142857142857143,0.0898876404494382,0.1,0.125,415327967,24070349,0,1,0,0,1,0,0,0,0,0,0,1
0.0,0.2571428571428571,0.10262172284644194,0.1,0.1875,412738109,20296808,0,1,0,0,0,0,0,0,0,0,0,0
0.0,0.13428571428571429,0.09138576779026217,0.1,0.1875,412688369,19719766,0,1,0,0,0,0,0,0,0,0,0,0
0.08,0.10571428571428572,0.06367041198501873,0.1,0.125,413933337,2175484,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.22857142857142856,0.07116104868913857,0.125,0.1875,41394891,21756181,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.15714285714285714,0.08801498127340825,0.125,0.25,414060868,21383443,1,1,0,0,0,1,0,0,0,0,0,1
0.16,0.06571428571428571,0.04044943820224719,0.075,0.125,413871369,21599772,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.06142857142857143,0.031835205992509365,0.05,0.125,413858577,21581493,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.0558,0.03932584269662921,0.05,0.125,413934675,21625611,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.04285714285714286,0.0449438202247191,0.075,0.125,415651423,24892728,1,1,0,0,1,0,0,0,0,0,0,1
0.08,0.10285714285714286,0.09363295880149813,0.125,0.125,414105711,21475806,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07142857142857142,0.03745318352059925,0.1,0.125,416061559,22879909,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.12857142857142856,0.13370786516853933,0.15,0.1875,413853152,20979643,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.03371428571428572,0.02247191011235955,0.025,0.0625,413782772,21745387,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.12857142857142856,0.06928838951310862,0.1,0.1875,4138493,21650719,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.09285714285714286,0.06779026217228465,0.075,0.125,414021812,21278438,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.056857142857142856,0.03146067415730337,0.05,0.125,413811683,21759377,0,0,0,0,1,0,0,0,0,0,0,1
0.16,0.045714285714285714,0.02247191011235955,0.0,0.0625,41399502,21557916,1,0,0,0,0,1,0,0,0,0,0,1
0.28,0.1,0.06591760299625468,0.075,0.125,41408584,21393701,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.05,0.0299625468164794,0.025,0.0625,413799943,21433685,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.07142857142857142,0.043820224719101124,0.075,0.125,413907189,21706589,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.047142857142857146,0.033707865168539325,0.075,0.0625,414016057,21654288,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.18571428571428572,0.09925093632958802,0.1,0.1875,412738649,20315561,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.09142857142857143,0.033707865168539325,0.05,0.125,413899525,21652295,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.045714285714285714,0.031835205992509365,0.075,0.125,414101562,21735976,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.07857142857142857,0.05093632958801498,0.05,0.125,4138446,21811391,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.024857142857142855,0.013108614232209739,0.0,0.0625,414012579,21548281,0,0,0,0,0,0,1,0,0,0,0,1
0.0,0.28214285714285714,0.12209737827715356,0.15,0.3125,412449944,18240922,0,1,0,0,0,0,0,0,0,0,0,0
0.04,0.07714285714285714,0.018352059925093634,0.05,0.0625,412674866,19549084,0,1,0,0,1,0,0,0,0,0,0,1
0.04,0.08571428571428572,0.054307116104868915,0.125,0.125,414071089,21453654,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.05142857142857143,0.07715355805243446,0.125,0.1875,414984166,1867753,0,1,0,0,0,0,0,0,0,0,0,0
0.08,0.05285714285714286,0.03745318352059925,0.075,0.0625,413820927,21898405,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.09142857142857143,0.09363295880149813,0.075,0.125,41425942,21483109,0,0,0,1,0,0,0,0,0,0,0,1
0.16,0.06857142857142857,0.05318352059925094,0.1,0.0625,41425112,2147582,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.07142857142857142,0.027715355805243445,0.1,0.125,414060942,21202623,0,0,0,1,0,0,0,0,0,0,0,1
0.04,0.02642857142857143,0.013108614232209739,0.025,0.0625,41381863,21892039,0,0,0,0,1,0,0,0,0,0,0,1
0.08,0.09142857142857143,0.020599250936329586,0.025,0.0625,41396626,21450624,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.03785714285714286,0.024719101123595506,0.075,0.0625,41381877,21603711,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.07,0.054307116104868915,0.075,0.125,413819576,21704358,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.08,0.03295880149812734,0.075,0.125,413924728,21525351,1,1,0,0,1,0,0,0,0,0,0,1
0.04,0.06474285714285714,0.058801498127340826,0.075,0.125,41383412,21623188,1,0,0,0,1,0,0,0,0,0,0,1
0.4,0.11428571428571428,0.039700374531835204,0.075,0.125,414030556,2214255,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.055714285714285716,0.026217228464419477,0.05,0.0625,413910942,2149721,1,0,0,0,0,1,0,0,0,0,0,1
0.08,0.024285714285714285,0.031835205992509365,0.075,0.0625,416085129,2288019,0,0,0,0,1,0,0,0,0,0,0,1
0.16,0.07571428571428572,0.04868913857677903,0.05,0.0625,413834149,21714411,1,0,0,0,0,1,0,0,0,0,0,1
0.04,0.07142857142857142,0.029213483146067417,0.05,0.125,413843712,21866337,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.04611428571428571,0.028089887640449437,0.075,0.0625,414112986,21394193,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.07142857142857142,0.04119850187265917,0.1,0.125,414058742,21795097,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.18571428571428572,0.17640449438202246,0.15,0.3125,412719826,19522833,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.08,0.0898876404494382,0.125,0.1875,414247989,21486234,0,0,0,0,0,1,0,0,0,0,0,1
0.04,0.07685714285714286,0.031835205992509365,0.075,0.125,413803519,21810514,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.041428571428571426,0.03445692883895131,0.05,0.125,413613763,21152517,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.2257142857142857,0.1307116104868914,0.125,0.3125,413965019,21351965,0,0,0,0,0,1,0,0,0,0,0,0
0.08,0.12285714285714286,0.10861423220973783,0.175,0.25,413958269,21633736,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.04857142857142857,0.028089887640449437,0.1,0.125,414089458,21707963,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.05285714285714286,0.04119850187265917,0.1,0.0625,413843339,21277492,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.054285714285714284,0.028089887640449437,0.05,0.125,414052034,21479739,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.06,0.031835205992509365,0.075,0.0625,413837887,21520713,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.025714285714285714,0.016853932584269662,0.025,0.0625,413818885,21893117,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.05714285714285714,0.13108614232209737,0.125,0.125,415524891,24449188,0,0,0,0,0,0,0,0,0,0,0,0
0.2,0.17142857142857143,0.09887640449438202,0.15,0.25,41396727,21340228,1,1,0,0,1,0,0,0,0,0,0,1
0.0,0.34285714285714286,0.3801498127340824,0.15,0.4375,415031313,23137231,0,0,0,0,0,0,0,0,0,0,0,0
0.04,0.06457142857142857,0.054307116104868915,0.075,0.125,413916522,21771821,1,0,0,0,1,0,0,0,0,0,0,1
0.36,0.07714285714285714,0.02883895131086142,0.05,0.125,413895765,21554764,1,0,0,0,0,1,0,0,0,0,0,1
0.24,0.028428571428571428,0.020599250936329586,0.025,0.0625,414336047,21847975,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.024,0.02247191011235955,0.05,0.0625,414151181,21586728,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.1,0.10861423220973783,0.125,0.1875,412389944,18356769,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.054285714285714284,0.028089887640449437,0.05,0.125,414069105,21488194,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.037142857142857144,0.0299625468164794,0.075,0.0625,414103001,2139595,1,0,0,0,1,0,0,0,0,0,0,1
0.08,0.04857142857142857,0.018726591760299626,0.05,0.0625,413804076,21861544,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.07714285714285714,0.033707865168539325,0.05,0.125,413842782,21852338,1,0,0,0,1,0,0,0,0,0,0,1
0.24,0.05714285714285714,0.04868913857677903,0.1,0.125,413966615,21840123,1,1,0,0,1,0,0,0,0,0,0,0
0.0,0.06285714285714286,0.033707865168539325,0.05,0.125,414107044,21406256,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.04285714285714286,0.018726591760299626,0.025,0.0625,413773546,21376294,0,0,0,0,1,0,0,0,0,0,0,1
0.0,0.2,0.21872659176029963,0.15,0.125,415462563,21063721,0,0,0,0,1,0,0,0,0,0,0,1
0.04,0.037142857142857144,0.024344569288389514,0.05,0.125,413798056,21667194,1,0,0,0,1,0,0,0,0,0,0,1
0.32,0.1,0.04119850187265917,0.05,0.125,413920502,21674858,1,1,0,0,1,0,0,0,0,0,0,1
0.24,0.07142857142857142,0.04868913857677903,0.125,0.125,413760454,21226653,1,0,0,0,0,1,0,0,0,0,0,1
0.0,0.10857142857142857,0.09625468164794007,0.125,0.1875,414927431,22950849,0,1,0,0,0,0,0,0,0,0,0,0
0.08,0.06571428571428571,0.062172284644194754,0.1,0.125,412706324,20278586,1,1,0,0,1,0,0,0,0,0,0,1
0.0,0.08571428571428572,0.11610486891385768,0.1,0.25,415490158,23947953,0,1,0,0,0,0,0,0,0,0,0,0
0.16,0.05714285714285714,0.0149812734082397,0.025,0.0625,413868443,21770487,0,0,0,0,1,0,0,0,0,0,0,0
0.2,0.03857142857142857,0.041947565543071164,0.1,0.125,414935229,23605307,1,0,0,0,1,0,0,0,0,0,0,1
0.16,0.03685714285714286,0.015730337078651686,0.0,0.0625,413795509,21741387,0,0,0,0,0,0,1,0,0,0,0,1
0.0,0.02857142857142857,0.013108614232209739,0.025,0.0625,413806342,21900477,0,0,0,0,1,0,0,0,0,0,0,0
0.08,0.08142857142857143,0.08277153558052434,0.125,0.1875,414024471,21369168,1,1,0,0,1,0,0,0,0,0,0,1
0.16,0.040285714285714286,0.033707865168539325,0.025,0.0625,414075262,21807872,1,0,0,0,0,1,0,0,0,0,0,1
0.12,0.2257142857142857,0.09737827715355805,0.1,0.25,413945754,21353052,1,1,0,0,0,1,0,0,0,0,0,1
0.0,0.037142857142857144,0.018726591760299626,0.0,0.0625,414014703,21367233,0,0,0,0,0,0,1,0,0,0,0,0
0.2,0.047714285714285716,0.02247191011235955,0.025,0.0625,414084571,22029681,1,0,0,0,1,0,0,0,0,0,0,1
0.12,0.09142857142857143,0.06367041198501873,0.075,0.125,413900475,21620142,1,0,0,0,1,0,0,0,0,0,0,1
0.0,0.5714285714285714,0.23220973782771537,0.25,0.3125,414146309,21067633,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.07142857142857142,0.026217228464419477,0.075,0.0625,413999307,21540501,1,0,0,0,1,0,0,0,0,0,0,1
0.04,0.03371428571428572,0.010486891385767791,0.025,0.0625,413985038,21249082,1,0,0,0,1,0,0,0,0,0,0,0
0.04,0.032857142857142856,0.0149812734082397,0.025,0.0625,413684196,20704405,0,0,0,0,1,0,0,0,0,0,0,1
