"amenity","longitude","latitude"
"parking",2.1517511,41.3844672
"parking",2.15118037947532,41.3938390599039
"parking",2.15055370088155,41.3934638989856
"parking",2.19420423351004,41.461009716211
"parking",2.19407550914458,41.4609563593677
"parking",2.17566602707059,41.4621296469014
"parking",2.15453375740307,41.3973193517384
"parking",2.15496714124313,41.3968852963149
"parking",2.15479838939479,41.3970523203985
"parking",2.16508196957785,41.4261759980973
"parking",2.15579704584524,41.3954407047023
"parking",2.15681784890784,41.3956981460925
"parking",2.21306019180781,41.4241449748663
"parking",2.1343056,41.4074495
"parking",2.1303239,41.4093101
"parking",2.1815589,41.3878718
"parking",2.1451845,41.3964442
"parking",2.15178734339848,41.3961288489921
"parking",2.1520170093787,41.3959685322346
"parking",2.15228568906411,41.3957752080787
"parking",2.16585318607514,41.3557116733638
"parking",2.16273660802476,41.3508688125132
"parking",2.10336041007834,41.3433006476406
"parking",2.10273256811384,41.34653695309
"parking",2.13525353519872,41.3344276250142
"parking",2.13801088143879,41.3337475549137
"parking",2.13932925526243,41.3345643995828
"parking",2.13166951004313,41.3356825207567
"parking",2.1284409714131,41.3368122642133
"parking",2.16046127651865,41.4017424221058
"parking",2.15100337978947,41.4381463609374
"parking",2.15077684299415,41.438369471176
"parking",2.21927939770885,41.4319796832268
"parking",2.11257498302168,41.3448317045447
"parking",2.2257232,41.4140775
"parking",2.1528395,41.4253056
"parking",2.15167200495002,41.3947125395042
"parking",2.08904502390847,41.368552705666
"parking",2.12430957197297,41.4595013718078
"parking",2.1735981,41.3899146
"parking",2.14499373295245,41.4340558205827
"parking",2.14531984278939,41.4338792000316
"parking",2.15328094128289,41.3951167876308
"parking",2.15362603435362,41.3952026408606
"parking",2.15405996232294,41.3953106452459
"parking",2.08157806903665,41.368427925984
"parking",2.0875422947041,41.3686568947068
"parking",2.16796184549751,41.4116576768411
"parking",2.15526722415149,41.3961568553363
"parking",2.15539091742605,41.395956154947
"parking",2.14929614104735,41.4004977571542
"parking",2.13802662785819,41.4187846117619
"parking",2.13826038048859,41.4186109897569
"parking",2.15316856705587,41.3971964004661
"parking",2.15449048491237,41.3970828907615
"parking",2.0963635,41.3743279
"parking",2.15657537427182,41.3959472303009
"parking",2.1615283,41.3877869
"parking",2.15288170599018,41.4109348558524
"parking",2.16230155917768,41.3828354531349
"parking",2.15794031199551,41.3758136061387
"parking",2.15755660055058,41.3759363267955
"parking",2.17215879890806,41.4080126956303
"parking",2.18633669792726,41.3853476913923
"parking",2.18995679981879,41.3850792700891
"parking",2.11331217423349,41.3550454249025
"parking",2.1170294045508,41.3597146768959
"parking",2.11480983069353,41.3582058025467
"parking",2.11604257824873,41.3578951855434
"parking",2.11579877651386,41.3554075984189
"parking",2.11564600746176,41.3538828897212
"parking",2.11552740436672,41.352515363824
"parking",2.11588058653544,41.3621291982854
"parking",2.11474389177075,41.3552017382895
"parking",2.11476945385477,41.3548346316159
"parking",2.11428570336829,41.3510431808833
"parking",2.11425220313914,41.3509416762028
"parking",2.11779759035021,41.3558634316202
"parking",2.11732785072135,41.3558825696352
"parking",2.11716474555629,41.3541811859495
"parking",2.117631794607,41.354118573115
"parking",2.1137027274747,41.3596352334582
"parking",2.1145046327789,41.3545271783381
"parking",2.11401816178525,41.3519471216277
"parking",2.11174877169185,41.3535837695784
"parking",2.11141217540752,41.3539553979055
"parking",2.11071787063152,41.3544592308355
"parking",2.16372311262216,41.3837554851295
"parking",2.15642215998583,41.3770626932445
"parking",2.15709991761519,41.3764691036499
"parking",2.17536222078709,41.4055474454109
"parking",2.163677,41.3767258
"parking",2.14104340394258,41.4245721909171
"parking",2.2046355,41.3969731
"parking",2.18713504030823,41.3632022056922
"parking",2.18672719674043,41.3633238552822
"parking",2.18923014758008,41.3667153118719
"parking",2.18543287687737,41.3744813417562
"parking",2.17949814121341,41.3728820409095
"parking",2.18732756451539,41.3768091557487
"parking",2.1646121,41.4040356
"parking",2.1619444,41.4011381
"parking",2.1534601733814,41.3866500288074
"parking",2.12994188276694,41.4200868161749
"parking",2.15758129229367,41.395890464242
"parking",2.15867303515105,41.3961685028829
"parking",2.15406540575839,41.3975205273597
"parking",2.15382109605632,41.3975653172104
"parking",2.15702170647531,41.416052820367
"parking",2.1033985,41.3847403
"parking",2.1401158,41.3581333
"parking",2.14951465094192,41.3985464432969
"parking",2.14960069502624,41.3984740474364
"parking",2.1388485,41.3669286
"parking",2.1520692,41.3776374
"parking",2.166665,41.3878275
"parking",2.1714129,41.3921542
"parking",2.18067770839019,41.3611599539378
"parking",2.1735344,41.3937315
"parking",2.1729514,41.3925815
"parking",2.1784674,41.3967247
"parking",2.2052962,41.4178672
"parking",2.1018326,41.3852381
"parking",2.1755773,41.4238327
"parking",2.1752434,41.4233812
"parking",2.1756135,41.423883
"parking",2.1392347,41.4128214
"parking",2.1498522,41.4057263
"parking",2.15155619988058,41.3949634508921
"parking",2.15189583837549,41.3952603037553
"parking",2.1644354,41.3751823
"parking",2.1713863,41.3750686
"parking",2.1558136,41.3766235
"parking",2.1436349,41.3936172
"parking",2.15069505988333,41.4319469000049
"parking",2.1099832,41.3831508
"parking",2.1267436,41.3541882
"parking",2.1094957,41.3502424
"parking",2.1650161,41.3981796
"parking",2.14791436757613,41.3964927971656
"parking",2.1466228,41.3944286
"parking",2.13355694877473,41.4065655003958
"parking",2.19249383727804,41.4245096155323
"parking",2.22710690328485,41.4464953248299
"parking",2.17401195139771,41.4545540305917
"parking",2.16037933630732,41.3609844732828
"parking",2.1817222,41.3940199
"parking",2.1194802,41.3745223
